,season,player,team,games_played,minutes_per_game,Number of Games,percentage of games missed,height,weight,player_salary,number of games missed
1851,09-10,DeShawn Stevenson,DAL,64,13.8,82,22.0,6-5,210,3,18
1852,10-11,DeShawn Stevenson,DAL,72,16.1,82,12.2,6-5,210,4,10
1853,11-12,DeShawn Stevenson,BRK,51,18.8,66,22.7,6-5,210,2,15
1854,12-13,DeShawn Stevenson,ATL,56,20.7,82,31.7,6-5,210,2,26
1855,01-02,Donnell Harvey,DEN,47,17.9,82,42.7,6-8,220,0,35
1856,02-03,Donnell Harvey,DEN,77,20.9,82,6.1,6-8,220,0,5
1857,03-04,Donnell Harvey,PHX,60,13.1,82,26.8,6-8,220,0,22
1858,01-02,Earl Boykins,LAC,68,11.2,82,17.1,5-5,135,0,14
1859,02-03,Earl Boykins,GSW,68,19.4,82,17.1,5-5,135,1,14
1860,03-04,Earl Boykins,DEN,82,22.5,82,0.0,5-5,135,2,0
1861,04-05,Earl Boykins,DEN,82,26.4,82,0.0,5-5,135,2,0
1862,05-06,Earl Boykins,DEN,60,25.7,82,26.8,5-5,135,2,22
1863,06-07,Earl Boykins,MIL,66,30.8,82,19.5,5-5,135,2,16
1864,07-08,Earl Boykins,CHA,36,16.0,82,56.1,5-5,135,0,46
1865,09-10,Earl Boykins,WAS,67,16.6,82,18.3,5-5,135,1,15
1866,10-11,Earl Boykins,MIL,57,15.1,82,30.5,5-5,135,1,25
1867,01-02,Earl Watson,OKC,64,15.1,82,22.0,6-1,195,0,18
1868,02-03,Earl Watson,MEM,79,17.3,82,3.7,6-1,195,1,3
1869,03-04,Earl Watson,MEM,81,20.6,82,1.2,6-1,195,1,1
1870,04-05,Earl Watson,MEM,80,22.6,82,2.4,6-1,195,1,2
1871,05-06,Earl Watson,OKC,70,22.5,82,14.6,6-1,195,5,12
1872,06-07,Earl Watson,OKC,77,27.9,82,6.1,6-1,195,5,5
1873,07-08,Earl Watson,OKC,78,29.1,82,4.9,6-1,195,5,4
1874,08-09,Earl Watson,OKC,68,26.1,82,17.1,6-1,195,6,14
1875,09-10,Earl Watson,IND,79,29.4,82,3.7,6-1,195,9,3
1876,10-11,Earl Watson,UTA,80,19.6,82,2.4,6-1,195,1,2
1877,11-12,Earl Watson,UTA,50,20.6,66,24.2,6-1,195,2,16
1878,12-13,Earl Watson,UTA,48,17.3,82,41.5,6-1,195,2,34
1879,01-02,Eddie Griffin,HOU,73,26.0,82,11.0,6-10,220,2,9
1880,02-03,Eddie Griffin,HOU,77,24.5,82,6.1,6-10,220,2,5
1881,04-05,Eddie Griffin,MIN,70,21.3,82,14.6,6-10,220,0,12
1882,05-06,Eddie Griffin,MIN,70,19.4,82,14.6,6-10,220,2,12
1883,01-02,Eddy Curry,CHI,72,16.0,82,12.2,7-0,295,2,10
1884,02-03,Eddy Curry,CHI,81,19.4,82,1.2,7-0,295,2,1
1885,03-04,Eddy Curry,CHI,73,29.5,82,11.0,7-0,295,3,9
1886,04-05,Eddy Curry,CHI,63,28.7,82,23.2,7-0,295,3,19
1887,05-06,Eddy Curry,NYK,72,25.9,82,12.2,7-0,295,7,10
1888,06-07,Eddy Curry,NYK,81,35.2,82,1.2,7-0,295,8,1
1889,07-08,Eddy Curry,NYK,59,25.9,82,28.0,7-0,295,8,23
1890,01-02,Etan Thomas,WAS,47,13.1,82,42.7,6-9,256,1,35
1891,02-03,Etan Thomas,WAS,38,13.5,82,53.7,6-9,256,1,44
1892,03-04,Etan Thomas,WAS,79,24.1,82,3.7,6-9,256,2,3
1893,04-05,Etan Thomas,WAS,47,20.8,82,42.7,6-9,256,4,35
1894,05-06,Etan Thomas,WAS,71,15.8,82,13.4,6-9,256,5,11
1895,06-07,Etan Thomas,WAS,65,19.2,82,20.7,6-9,256,5,17
1896,01-02,Gilbert Arenas,GSW,47,24.6,82,42.7,6-3,191,0,35
1897,02-03,Gilbert Arenas,GSW,82,35.0,82,0.0,6-3,191,0,0
1898,03-04,Gilbert Arenas,WAS,56,36.9,82,31.7,6-3,191,8,26
1899,04-05,Gilbert Arenas,WAS,80,40.9,82,2.4,6-3,191,9,2
1900,05-06,Gilbert Arenas,WAS,80,42.3,82,2.4,6-3,191,10,2
1901,06-07,Gilbert Arenas,WAS,74,39.8,82,9.8,6-3,191,11,8
1902,07-08,Gilbert Arenas,WAS,13,32.7,82,84.1,6-3,191,11,69
1903,09-10,Gilbert Arenas,WAS,32,36.5,82,61.0,6-3,191,16,50
1904,10-11,Gilbert Arenas,ORL,70,25.7,82,14.6,6-3,191,17,12
1905,02-03,Ira Newble,ATL,73,26.5,82,11.0,6-7,220,0,9
1906,03-04,Ira Newble,CLE,64,19.5,82,22.0,6-7,220,2,18
1907,04-05,Ira Newble,CLE,74,24.8,82,9.8,6-7,220,2,8
1908,07-08,Ira Newble,LAL,49,14.2,82,40.2,6-7,220,3,33
1909,01-02,Jake Voskuhl,PHX,59,15.3,82,28.0,6-11,245,0,23
1910,02-03,Jake Voskuhl,PHX,65,14.6,82,20.7,6-11,245,0,17
1911,03-04,Jake Voskuhl,PHX,66,24.3,82,19.5,6-11,245,1,16
1912,05-06,Jake Voskuhl,CHA,51,16.1,82,37.8,6-11,245,1,31
1913,06-07,Jake Voskuhl,CHA,73,14.3,82,11.0,6-11,245,2,9
1914,01-02,Jamaal Tinsley,IND,80,30.5,82,2.4,6-3,195,0,2
1915,02-03,Jamaal Tinsley,IND,73,30.6,82,11.0,6-3,195,0,9
1916,03-04,Jamaal Tinsley,IND,52,26.5,82,36.6,6-3,195,0,30
1917,04-05,Jamaal Tinsley,IND,40,32.5,82,51.2,6-3,195,1,42
1918,05-06,Jamaal Tinsley,IND,42,26.7,82,48.8,6-3,195,5,40
1919,06-07,Jamaal Tinsley,IND,72,31.1,82,12.2,6-3,195,5,10
1920,07-08,Jamaal Tinsley,IND,39,33.2,82,52.4,6-3,195,6,43
1921,09-10,Jamaal Tinsley,MEM,38,15.5,82,53.7,6-3,195,6,44
1922,11-12,Jamaal Tinsley,UTA,37,13.7,66,43.9,6-3,195,1,29
1923,12-13,Jamaal Tinsley,UTA,66,18.5,82,19.5,6-3,195,1,16
1924,01-02,Jarron Collins,UTA,70,20.6,82,14.6,6-11,255,0,12
1925,03-04,Jarron Collins,UTA,81,21.4,82,1.2,6-11,255,1,1
1926,04-05,Jarron Collins,UTA,50,19.2,82,39.0,6-11,255,1,32
1927,05-06,Jarron Collins,UTA,79,21.9,82,3.7,6-11,255,1,3
1928,06-07,Jarron Collins,UTA,82,11.1,82,0.0,6-11,255,2,0
1929,07-08,Jarron Collins,UTA,70,10.0,82,14.6,6-11,255,2,12
1930,01-02,Jason Collins,BRK,77,18.3,82,6.1,7-0,255,1,5
1931,02-03,Jason Collins,BRK,81,23.5,82,1.2,7-0,255,1,1
1932,03-04,Jason Collins,BRK,78,28.5,82,4.9,7-0,255,1,4
1933,04-05,Jason Collins,BRK,80,31.8,82,2.4,7-0,255,1,2
1934,05-06,Jason Collins,BRK,71,26.7,82,13.4,7-0,255,5,11
1935,06-07,Jason Collins,BRK,80,23.0,82,2.4,7-0,255,5,2
1936,07-08,Jason Collins,MEM,74,15.8,82,9.8,7-0,255,6,8
1937,10-11,Jason Collins,ATL,49,12.1,82,40.2,7-0,255,1,33
1938,01-02,Jason Richardson,GSW,80,32.9,82,2.4,6-6,220,2,2
1939,02-03,Jason Richardson,GSW,82,32.9,82,0.0,6-6,220,2,0
1940,03-04,Jason Richardson,GSW,78,37.6,82,4.9,6-6,220,2,4
1941,04-05,Jason Richardson,GSW,72,37.8,82,12.2,6-6,220,3,10
1942,05-06,Jason Richardson,GSW,75,38.4,82,8.5,6-6,220,8,7
1943,06-07,Jason Richardson,GSW,51,32.8,82,37.8,6-6,220,9,31
1944,07-08,Jason Richardson,CHA,82,38.4,82,0.0,6-6,220,11,0
1945,08-09,Jason Richardson,PHX,72,33.5,82,12.2,6-6,220,12,10
1946,09-10,Jason Richardson,PHX,79,31.5,82,3.7,6-6,220,13,3
1947,10-11,Jason Richardson,ORL,80,33.9,82,2.4,6-6,220,14,2
1948,11-12,Jason Richardson,ORL,54,29.5,66,18.2,6-6,220,5,12
1949,12-13,Jason Richardson,PHI,33,28.4,82,59.8,6-6,220,5,49
1950,01-02,Jerome James,OKC,56,16.9,82,31.7,7-0,300,0,26
1951,02-03,Jerome James,OKC,51,15.0,82,37.8,7-0,300,4,31
1952,03-04,Jerome James,OKC,65,15.2,82,20.7,7-0,300,5,17
1953,04-05,Jerome James,OKC,80,16.6,82,2.4,7-0,300,5,2
1954,01-02,Joe Johnson,PHX,77,24.9,82,6.1,6-7,240,1,5
1955,02-03,Joe Johnson,PHX,82,27.5,82,0.0,6-7,240,1,0
1956,03-04,Joe Johnson,PHX,82,40.6,82,0.0,6-7,240,1,0
1957,04-05,Joe Johnson,PHX,82,39.5,82,0.0,6-7,240,2,0
1958,05-06,Joe Johnson,ATL,82,40.7,82,0.0,6-7,240,12,0
1959,06-07,Joe Johnson,ATL,57,41.4,82,30.5,6-7,240,12,25
1960,07-08,Joe Johnson,ATL,82,40.8,82,0.0,6-7,240,13,0
1961,08-09,Joe Johnson,ATL,79,39.5,82,3.7,6-7,240,14,3
1962,09-10,Joe Johnson,ATL,76,38.0,82,7.3,6-7,240,14,6
1963,10-11,Joe Johnson,ATL,72,35.5,82,12.2,6-7,240,16,10
1964,11-12,Joe Johnson,ATL,60,35.4,66,9.1,6-7,240,18,6
1965,12-13,Joe Johnson,BRK,72,36.7,82,12.2,6-7,240,19,10
1966,13-14,Joe Johnson,BRK,79,32.6,82,3.7,6-7,240,21,3
1967,14-15,Joe Johnson,BRK,80,34.9,82,2.4,6-7,240,23,2
1968,15-16,Joe Johnson,MIA,81,33.4,82,1.2,6-7,240,22,1
1969,16-17,Joe Johnson,UTA,78,23.6,82,4.9,6-7,240,11,4
1970,17-18,Joe Johnson,HOU,55,21.9,82,32.9,6-7,240,10,27
1971,01-02,Joel Przybilla,MIL,71,15.9,82,13.4,7-1,255,1,11
1972,02-03,Joel Przybilla,MIL,32,17.0,82,61.0,7-1,255,1,50
1973,04-05,Joel Przybilla,POR,76,24.5,82,7.3,7-1,255,1,6
1974,05-06,Joel Przybilla,POR,56,24.9,82,31.7,7-1,255,1,26
1975,06-07,Joel Przybilla,POR,43,16.3,82,47.6,7-1,255,5,39
1976,07-08,Joel Przybilla,POR,77,23.6,82,6.1,7-1,255,5,5
1977,08-09,Joel Przybilla,POR,82,23.8,82,0.0,7-1,255,6,0
1978,09-10,Joel Przybilla,POR,30,22.7,82,63.4,7-1,255,6,52
1979,10-11,Joel Przybilla,CHA,36,14.4,82,56.1,7-1,255,7,46
1980,11-12,Joel Przybilla,POR,27,16.6,66,59.1,7-1,255,1,39
1981,01-02,Kenny Satterfield,DEN,36,15.6,82,56.1,6-2,186,0,46
1982,02-03,Kenny Satterfield,PHI,39,12.9,82,52.4,6-2,186,0,43
1983,01-02,Kwame Brown,WAS,57,14.4,82,30.5,6-11,270,3,25
1984,02-03,Kwame Brown,WAS,80,22.2,82,2.4,6-11,270,3,2
1985,03-04,Kwame Brown,WAS,74,30.2,82,9.8,6-11,270,4,8
1986,04-05,Kwame Brown,WAS,42,21.6,82,48.8,6-11,270,5,40
1987,05-06,Kwame Brown,LAL,72,27.5,82,12.2,6-11,270,7,10
1988,06-07,Kwame Brown,LAL,41,27.6,82,50.0,6-11,270,8,41
1989,07-08,Kwame Brown,MEM,38,18.8,82,53.7,6-11,270,9,44
1990,08-09,Kwame Brown,DET,58,17.2,82,29.3,6-11,270,4,24
1991,09-10,Kwame Brown,DET,48,13.7,82,41.5,6-11,270,4,34
1992,10-11,Kwame Brown,CHA,66,26.0,82,19.5,6-11,270,1,16
1993,01-02,Lee Nailon,CHA,79,24.2,82,3.7,6-9,238,0,3
1994,04-05,Lee Nailon,NOP,68,29.7,82,17.1,6-9,238,0,14
1995,01-02,Loren Woods,MIN,60,8.6,82,26.8,7-1,185,0,22
1996,03-04,Loren Woods,MIA,38,13.3,82,53.7,7-1,185,0,44
1997,04-05,Loren Woods,TOR,45,15.9,82,45.1,7-1,185,0,37
1998,01-02,Michael Jordan,WAS,60,34.9,82,26.8,6-6,195,1,22
1999,02-03,Michael Jordan,WAS,82,37.0,82,0.0,6-6,195,1,0
2000,01-02,Michael Redd,MIL,67,21.1,82,18.3,6-6,220,0,15
2001,02-03,Michael Redd,MIL,82,28.2,82,0.0,6-6,220,3,0
2002,03-04,Michael Redd,MIL,82,36.8,82,0.0,6-6,220,3,0
2003,04-05,Michael Redd,MIL,75,38.0,82,8.5,6-6,220,3,7
2004,05-06,Michael Redd,MIL,80,39.1,82,2.4,6-6,220,12,2
2005,06-07,Michael Redd,MIL,53,38.5,82,35.4,6-6,220,13,29
2006,07-08,Michael Redd,MIL,72,37.5,82,12.2,6-6,220,14,10
2007,08-09,Michael Redd,MIL,33,36.4,82,59.8,6-6,220,15,49
2008,11-12,Michael Redd,PHX,51,15.1,66,22.7,6-6,220,1,15
2009,01-02,Oscar Torres,HOU,65,16.5,82,20.7,6-6,210,0,17
2010,01-02,Pau Gasol,MEM,82,36.7,82,0.0,7-0,250,2,0
2011,02-03,Pau Gasol,MEM,82,35.9,82,0.0,7-0,250,3,0
2012,03-04,Pau Gasol,MEM,78,31.5,82,4.9,7-0,250,2,4
2013,04-05,Pau Gasol,MEM,56,32.0,82,31.7,7-0,250,4,26
2014,05-06,Pau Gasol,MEM,80,39.2,82,2.4,7-0,250,10,2
2015,06-07,Pau Gasol,MEM,59,36.1,82,28.0,7-0,250,12,23
2016,07-08,Pau Gasol,LAL,66,35.6,82,19.5,7-0,250,13,16
2017,08-09,Pau Gasol,LAL,81,37.0,82,1.2,7-0,250,15,1
2018,09-10,Pau Gasol,LAL,65,37.0,82,20.7,7-0,250,16,17
2019,10-11,Pau Gasol,LAL,82,37.0,82,0.0,7-0,250,17,0
2020,11-12,Pau Gasol,LAL,65,37.4,66,1.5,7-0,250,18,1
2021,12-13,Pau Gasol,LAL,49,33.8,82,40.2,7-0,250,19,33
2022,13-14,Pau Gasol,LAL,60,31.4,82,26.8,7-0,250,19,22
2023,14-15,Pau Gasol,CHI,78,34.4,82,4.9,7-0,250,7,4
2024,15-16,Pau Gasol,CHI,72,31.8,82,12.2,7-0,250,7,10
2025,16-17,Pau Gasol,SAS,64,25.4,82,22.0,7-0,250,15,18
2026,17-18,Pau Gasol,SAS,77,23.5,82,6.1,7-0,250,16,5
2027,01-02,Rafer Alston,MIL,50,12.0,82,39.0,6-2,171,0,32
2028,02-03,Rafer Alston,TOR,47,20.8,82,42.7,6-2,171,0,35
2029,03-04,Rafer Alston,MIA,82,31.5,82,0.0,6-2,171,0,0
2030,04-05,Rafer Alston,TOR,80,34.0,82,2.4,6-2,171,3,2
2031,05-06,Rafer Alston,HOU,63,38.6,82,23.2,6-2,171,3,19
2032,06-07,Rafer Alston,HOU,82,37.1,82,0.0,6-2,171,4,0
2033,07-08,Rafer Alston,HOU,74,34.1,82,9.8,6-2,171,4,8
2034,08-09,Rafer Alston,ORL,77,31.8,82,6.1,6-2,171,4,5
2035,09-10,Rafer Alston,MIA,52,27.3,82,36.6,6-2,171,5,30
2036,01-02,Raja Bell,PHI,74,12.0,82,9.8,6-5,204,0,8
2037,02-03,Raja Bell,DAL,75,15.6,82,8.5,6-5,204,0,7
2038,03-04,Raja Bell,UTA,82,24.6,82,0.0,6-5,204,0,0
2039,04-05,Raja Bell,UTA,63,28.4,82,23.2,6-5,204,1,19
2040,05-06,Raja Bell,PHX,79,37.5,82,3.7,6-5,204,4,3
2041,06-07,Raja Bell,PHX,78,37.4,82,4.9,6-5,204,4,4
2042,07-08,Raja Bell,PHX,75,35.3,82,8.5,6-5,204,4,7
2043,08-09,Raja Bell,CHA,67,34.6,82,18.3,6-5,204,5,15
2044,10-11,Raja Bell,UTA,68,30.8,82,17.1,6-5,204,3,14
2045,11-12,Raja Bell,UTA,34,23.4,66,48.5,6-5,204,3,32
2046,01-02,Richard Jefferson,BRK,79,24.3,82,3.7,6-7,233,1,3
2047,02-03,Richard Jefferson,BRK,80,36.0,82,2.4,6-7,233,1,2
2048,03-04,Richard Jefferson,BRK,82,38.2,82,0.0,6-7,233,1,0
2049,04-05,Richard Jefferson,BRK,33,41.1,82,59.8,6-7,233,2,49
2050,05-06,Richard Jefferson,BRK,78,39.2,82,4.9,6-7,233,10,4
2051,06-07,Richard Jefferson,BRK,55,35.6,82,32.9,6-7,233,11,27
2052,07-08,Richard Jefferson,BRK,82,39.0,82,0.0,6-7,233,12,0
2053,08-09,Richard Jefferson,MIL,82,35.8,82,0.0,6-7,233,13,0
2054,09-10,Richard Jefferson,SAS,81,31.1,82,1.2,6-7,233,14,1
2055,10-11,Richard Jefferson,SAS,81,30.4,82,1.2,6-7,233,8,1
2056,11-12,Richard Jefferson,GSW,63,27.7,66,4.5,6-7,233,9,3
2057,12-13,Richard Jefferson,GSW,56,10.1,82,31.7,6-7,233,10,26
2058,13-14,Richard Jefferson,UTA,82,27.0,82,0.0,6-7,233,11,0
2059,14-15,Richard Jefferson,DAL,74,16.8,82,9.8,6-7,233,1,8
2060,15-16,Richard Jefferson,CLE,74,17.9,82,9.8,6-7,233,1,8
2061,16-17,Richard Jefferson,CLE,79,20.4,82,3.7,6-7,233,2,3
2062,01-02,Rick Brunson,POR,59,8.8,82,28.0,6-4,190,0,23
2063,04-05,Rick Brunson,LAC,80,24.3,82,2.4,6-4,190,0,2
2064,01-02,Shane Battier,MEM,78,39.7,82,4.9,6-8,220,2,4
2065,02-03,Shane Battier,MEM,78,30.6,82,4.9,6-8,220,2,4
2066,03-04,Shane Battier,MEM,79,24.6,82,3.7,6-8,220,2,3
2067,04-05,Shane Battier,MEM,80,31.5,82,2.4,6-8,220,3,2
2068,05-06,Shane Battier,MEM,81,35.1,82,1.2,6-8,220,4,1
2069,06-07,Shane Battier,HOU,82,36.4,82,0.0,6-8,220,5,0
2070,07-08,Shane Battier,HOU,80,36.3,82,2.4,6-8,220,5,2
2071,08-09,Shane Battier,HOU,60,33.9,82,26.8,6-8,220,6,22
2072,09-10,Shane Battier,HOU,67,32.4,82,18.3,6-8,220,6,15
2073,10-11,Shane Battier,MEM,82,29.0,82,0.0,6-8,220,7,0
2074,11-12,Shane Battier,MIA,65,23.1,66,1.5,6-8,220,3,1
2075,12-13,Shane Battier,MIA,72,24.8,82,12.2,6-8,220,3,10
2076,13-14,Shane Battier,MIA,73,20.1,82,11.0,6-8,220,3,9
2077,01-02,Speedy Claxton,PHI,67,22.8,82,18.3,5-11,166,1,15
2078,02-03,Speedy Claxton,SAS,30,15.7,82,63.4,5-11,166,1,52
2079,03-04,Speedy Claxton,GSW,60,26.6,82,26.8,5-11,166,3,22
2080,04-05,Speedy Claxton,NOP,62,30.1,82,24.4,5-11,166,3,20
2081,05-06,Speedy Claxton,NOP,71,28.4,82,13.4,5-11,166,3,11
2082,06-07,Speedy Claxton,ATL,42,25.1,82,48.8,5-11,166,6,40
2083,01-02,Steven Hunter,ORL,53,9.7,82,35.4,7-0,220,1,29
2084,02-03,Steven Hunter,ORL,33,13.5,82,59.8,7-0,220,1,49
2085,03-04,Steven Hunter,ORL,59,13.4,82,28.0,7-0,220,1,23
2086,04-05,Steven Hunter,PHX,76,13.8,82,7.3,7-0,220,1,6
2087,05-06,Steven Hunter,PHI,69,19.0,82,15.9,7-0,220,2,13
2088,06-07,Steven Hunter,PHI,70,22.9,82,14.6,7-0,220,3,12
2089,01-02,Terence Morris,HOU,68,16.3,82,17.1,6-9,205,0,14
2090,02-03,Terence Morris,HOU,49,12.9,82,40.2,6-9,205,0,33
2091,01-02,Tony Parker,SAS,77,29.4,82,6.1,6-2,185,0,5
2092,02-03,Tony Parker,SAS,82,33.8,82,0.0,6-2,185,0,0
2093,03-04,Tony Parker,SAS,75,34.4,82,8.5,6-2,185,0,7
2094,04-05,Tony Parker,SAS,80,34.2,82,2.4,6-2,185,1,2
2095,05-06,Tony Parker,SAS,80,33.9,82,2.4,6-2,185,8,2
2096,06-07,Tony Parker,SAS,77,32.5,82,6.1,6-2,185,9,5
2097,07-08,Tony Parker,SAS,69,33.5,82,15.9,6-2,185,10,13
2098,08-09,Tony Parker,SAS,72,34.1,82,12.2,6-2,185,11,10
2099,09-10,Tony Parker,SAS,56,30.9,82,31.7,6-2,185,12,26
2100,10-11,Tony Parker,SAS,78,32.4,82,4.9,6-2,185,13,4
2101,11-12,Tony Parker,SAS,60,32.1,66,9.1,6-2,185,12,6
2102,12-13,Tony Parker,SAS,66,32.9,82,19.5,6-2,185,12,16
2103,13-14,Tony Parker,SAS,68,29.4,82,17.1,6-2,185,12,14
2104,14-15,Tony Parker,SAS,68,28.7,82,17.1,6-2,185,12,14
2105,15-16,Tony Parker,SAS,72,27.5,82,12.2,6-2,185,13,10
2106,16-17,Tony Parker,SAS,63,25.2,82,23.2,6-2,185,14,19
2107,17-18,Tony Parker,SAS,55,19.5,82,32.9,6-2,185,15,27
2108,01-02,Trenton Hassell,CHI,78,28.7,82,4.9,6-5,200,0,4
2109,02-03,Trenton Hassell,CHI,82,24.4,82,0.0,6-5,200,0,0
2110,03-04,Trenton Hassell,MIN,81,28.0,82,1.2,6-5,200,0,1
2111,04-05,Trenton Hassell,MIN,82,25.2,82,0.0,6-5,200,4,0
2112,05-06,Trenton Hassell,MIN,77,32.6,82,6.1,6-5,200,4,5
2113,06-07,Trenton Hassell,MIN,76,29.2,82,7.3,6-5,200,4,6
2114,07-08,Trenton Hassell,BRK,63,12.3,82,23.2,6-5,200,4,19
2115,08-09,Trenton Hassell,BRK,53,20.6,82,35.4,6-5,200,4,29
2116,09-10,Trenton Hassell,BRK,52,21.3,82,36.6,6-5,200,4,30
2117,01-02,Troy Murphy,GSW,82,17.7,82,0.0,6-11,170,1,0
2118,02-03,Troy Murphy,GSW,79,31.8,82,3.7,6-11,170,1,3
2119,03-04,Troy Murphy,GSW,28,21.8,82,65.9,6-11,170,1,54
2120,04-05,Troy Murphy,GSW,70,33.9,82,14.6,6-11,170,2,12
2121,05-06,Troy Murphy,GSW,74,34.0,82,9.8,6-11,170,7,8
2122,06-07,Troy Murphy,IND,68,27.2,82,17.1,6-11,170,8,14
2123,07-08,Troy Murphy,IND,75,28.1,82,8.5,6-11,170,9,7
2124,08-09,Troy Murphy,IND,73,34.0,82,11.0,6-11,170,10,9
2125,09-10,Troy Murphy,IND,72,32.6,82,12.2,6-11,170,11,10
2126,11-12,Troy Murphy,LAL,59,16.2,66,10.6,6-11,170,1,7
2127,01-02,Tyson Chandler,CHI,71,19.6,82,13.4,7-1,240,3,11
2128,02-03,Tyson Chandler,CHI,75,24.3,82,8.5,7-1,240,3,7
2129,03-04,Tyson Chandler,CHI,35,22.4,82,57.3,7-1,240,3,47
2130,04-05,Tyson Chandler,CHI,80,27.4,82,2.4,7-1,240,4,2
2131,05-06,Tyson Chandler,CHI,79,26.8,82,3.7,7-1,240,9,3
2132,06-07,Tyson Chandler,NOP,73,34.6,82,11.0,7-1,240,9,9
2133,07-08,Tyson Chandler,NOP,79,35.2,82,3.7,7-1,240,10,3
2134,08-09,Tyson Chandler,NOP,45,32.1,82,45.1,7-1,240,11,37
2135,09-10,Tyson Chandler,CHA,51,22.8,82,37.8,7-1,240,11,31
2136,10-11,Tyson Chandler,DAL,74,27.8,82,9.8,7-1,240,12,8
2137,11-12,Tyson Chandler,NYK,62,33.2,66,6.1,7-1,240,13,4
2138,12-13,Tyson Chandler,NYK,66,32.8,82,19.5,7-1,240,13,16
2139,13-14,Tyson Chandler,NYK,55,30.2,82,32.9,7-1,240,14,27
2140,14-15,Tyson Chandler,DAL,75,30.5,82,8.5,7-1,240,14,7
2141,15-16,Tyson Chandler,PHX,66,24.5,82,19.5,7-1,240,13,16
2142,16-17,Tyson Chandler,PHX,47,27.6,82,42.7,7-1,240,12,35
2143,17-18,Tyson Chandler,PHX,46,25.0,82,43.9,7-1,240,13,36
2144,01-02,Vladimir Radmanovic,OKC,61,20.2,82,25.6,6-10,227,1,21
2145,02-03,Vladimir Radmanovic,OKC,72,26.5,82,12.2,6-10,227,1,10
2146,03-04,Vladimir Radmanovic,OKC,77,30.1,82,6.1,6-10,227,1,5
2147,04-05,Vladimir Radmanovic,OKC,63,29.5,82,23.2,6-10,227,2,19
2148,05-06,Vladimir Radmanovic,LAC,77,25.6,82,6.1,6-10,227,3,5
2149,06-07,Vladimir Radmanovic,LAL,55,17.9,82,32.9,6-10,227,5,27
2150,07-08,Vladimir Radmanovic,LAL,65,22.8,82,20.7,6-10,227,5,17
2151,08-09,Vladimir Radmanovic,CHA,78,18.5,82,4.9,6-10,227,6,4
2152,09-10,Vladimir Radmanovic,GSW,41,21.7,82,50.0,6-10,227,6,41
2153,10-11,Vladimir Radmanovic,GSW,74,15.8,82,9.8,6-10,227,6,8
2154,11-12,Vladimir Radmanovic,ATL,49,15.4,66,25.8,6-10,227,1,17
2155,01-02,Zeljko Rebraca,DET,74,15.9,82,9.8,7-0,257,3,8
2156,02-03,Zeljko Rebraca,DET,30,16.3,82,63.4,7-0,257,3,52
2157,04-05,Zeljko Rebraca,LAC,58,16.0,82,29.3,7-0,257,2,24
2158,01-02,Zendon Hamilton,DEN,54,15.7,82,34.1,6-11,250,0,28
2159,02-03,Brian Scalabrine,BRK,59,12.3,82,28.0,6-9,241,0,23
2160,03-04,Brian Scalabrine,BRK,69,13.4,82,15.9,6-9,241,0,13
2161,04-05,Brian Scalabrine,BRK,54,21.6,82,34.1,6-9,241,0,28
2162,05-06,Brian Scalabrine,BOS,71,13.2,82,13.4,6-9,241,2,11
2163,06-07,Brian Scalabrine,BOS,54,19.0,82,34.1,6-9,241,2,28
2164,07-08,Brian Scalabrine,BOS,48,10.7,82,41.5,6-9,241,3,34
2165,08-09,Brian Scalabrine,BOS,39,12.9,82,52.4,6-9,241,3,43
2166,02-03,Carlos Boozer,CLE,81,25.3,82,1.2,6-9,258,0,1
2167,03-04,Carlos Boozer,CLE,75,34.6,82,8.5,6-9,258,0,7
2168,04-05,Carlos Boozer,UTA,51,34.7,82,37.8,6-9,258,10,31
2169,05-06,Carlos Boozer,UTA,33,31.1,82,59.8,6-9,258,11,49
2170,06-07,Carlos Boozer,UTA,74,34.6,82,9.8,6-9,258,11,8
2171,07-08,Carlos Boozer,UTA,81,34.9,82,1.2,6-9,258,11,1
2172,08-09,Carlos Boozer,UTA,37,32.3,82,54.9,6-9,258,11,45
2173,09-10,Carlos Boozer,UTA,78,34.3,82,4.9,6-9,258,13,4
2174,10-11,Carlos Boozer,CHI,59,31.9,82,28.0,6-9,258,14,23
2175,11-12,Carlos Boozer,CHI,66,29.5,66,0.0,6-9,258,13,0
2176,12-13,Carlos Boozer,CHI,79,32.2,82,3.7,6-9,258,15,3
2177,13-14,Carlos Boozer,CHI,76,28.2,82,7.3,6-9,258,15,6
2178,14-15,Carlos Boozer,LAL,71,23.8,82,13.4,6-9,258,16,11
2179,02-03,Caron Butler,MIA,78,36.6,82,4.9,6-7,228,1,4
2180,03-04,Caron Butler,MIA,68,29.8,82,17.1,6-7,228,1,14
2181,04-05,Caron Butler,LAL,77,35.7,82,6.1,6-7,228,1,5
2182,05-06,Caron Butler,WAS,75,36.1,82,8.5,6-7,228,2,7
2183,06-07,Caron Butler,WAS,63,39.3,82,23.2,6-7,228,7,19
2184,07-08,Caron Butler,WAS,58,39.9,82,29.3,6-7,228,8,24
2185,08-09,Caron Butler,WAS,67,38.6,82,18.3,6-7,228,9,15
2186,09-10,Caron Butler,DAL,74,37.6,82,9.8,6-7,228,9,8
2187,10-11,Caron Butler,DAL,29,29.9,82,64.6,6-7,228,10,53
