season,player,team,games_played,minutes_per_game
2016-2017,Devin Booker,PHX,78,35.0
2016-2017,Trevor Booker,BRK,71,24.7
2016-2017,Avery Bradley,BOS,55,33.4
2016-2017,Corey Brewer,LAL,82,15.6
2016-2017,Malcolm Brogdon,MIL,75,26.4
2016-2017,Aaron Brooks,IND,65,13.7
2016-2017,Jaylen Brown,BOS,78,17.2
2016-2017,Nicolas Brussino,DAL,54,9.7
2016-2017,Trey Burke,WAS,57,12.3
2016-2017,Alec Burks,UTA,42,15.5
2016-2017,Jimmy Butler,CHI,76,37.0
2016-2017,Jose Calderon,ATL,41,13.1
2016-2017,Kentavious Caldwell-Pope,DET,76,33.3
2016-2017,Isaiah Canaan,CHI,39,15.2
2016-2017,Clint Capela,HOU,65,23.9
2016-2017,DeMarre Carroll,TOR,72,26.1
2016-2017,Vince Carter,MEM,73,24.7
2016-2017,Michael Carter-Williams,CHI,45,18.8
2016-2017,Omri Casspi,MIN,36,17.8
2016-2017,Willie Cauley-Stein,SAC,75,18.9
2016-2017,Tyson Chandler,PHX,47,27.6
2016-2017,Wilson Chandler,DEN,71,30.9
2016-2017,Marquese Chriss,PHX,82,21.3
2016-2017,Semaj Christon,OKC,64,15.2
2016-2017,Ian Clark,GSW,77,14.8
2016-2017,Jordan Clarkson,LAL,82,29.2
2016-2017,Darren Collison,SAC,68,30.3
2016-2017,Mike Conley,MEM,69,33.2
2016-2017,DeMarcus Cousins,NOP,72,34.2
2016-2017,Robert Covington,PHI,67,31.6
2016-2017,Allen Crabbe,POR,79,28.5
2016-2017,Jamal Crawford,LAC,82,26.3
2016-2017,Jae Crowder,BOS,72,32.5
2016-2017,Dante Cunningham,NOP,66,25.0
2016-2017,Seth Curry,DAL,70,29.0
2016-2017,Stephen Curry,GSW,79,33.4
2016-2017,Troy Daniels,MEM,67,17.7
2016-2017,Anthony Davis,NOP,75,36.1
2016-2017,Ed Davis,POR,46,17.2
2016-2017,Dewayne Dedmon,SAS,76,17.5
2016-2017,Sam Dekker,HOU,77,18.4
2016-2017,Malcolm Delaney,ATL,73,17.1
2016-2017,Matt Dellavedova,MIL,76,26.1
2016-2017,Luol Deng,LAL,56,26.5
2016-2017,DeMar DeRozan,TOR,74,35.4
2016-2017,Boris Diaw,UTA,73,17.6
2016-2017,Gorgui Dieng,MIN,82,32.4
2016-2017,Spencer Dinwiddie,BRK,59,22.6
2016-2017,Goran Dragic,MIA,73,33.7
2016-2017,Andre Drummond,DET,81,29.7
2016-2017,Jared Dudley,PHX,64,21.3
2016-2017,Mike Dunleavy,ATL,53,15.9
2016-2017,Kris Dunn,MIN,78,17.1
2016-2017,Kevin Durant,GSW,62,33.4
2016-2017,Wayne Ellington,MIA,62,24.2
2016-2017,Monta Ellis,IND,74,27.0
2016-2017,Joel Embiid,PHI,31,25.4
2016-2017,James Ennis,MEM,64,23.4
2016-2017,Tyler Ennis,LAL,53,11.1
2015-2016,Tiago Splitter,ATL,36,16.1
2015-2016,Nik Stauskas,PHI,73,24.8
2015-2016,Lance Stephenson,MEM,69,19.9
2015-2016,Amar'e Stoudemire,MIA,52,14.7
2015-2016,Rodney Stuckey,IND,58,22.0
2015-2016,Jared Sullinger,BOS,81,23.6
2015-2016,Jeff Teague,ATL,79,28.5
2015-2016,Mirza Teletovic,PHX,79,21.3
2015-2016,Garrett Temple,WAS,80,24.4
2015-2016,Jason Terry,HOU,72,17.5
2015-2016,Isaiah Thomas,BOS,82,32.2
2015-2016,Lance Thomas,NYK,59,22.3
2015-2016,Hollis Thompson,PHI,77,28.0
2015-2016,Klay Thompson,GSW,80,33.3
2015-2016,Tristan Thompson,CLE,82,27.7
2015-2016,Marcus Thornton,WAS,61,18.2
2015-2016,Anthony Tolliver,DET,72,18.6
2015-2016,Karl-Anthony Towns,MIN,82,32.0
2015-2016,P.J. Tucker,PHX,82,31.0
2015-2016,Evan Turner,BOS,81,28.0
2015-2016,Myles Turner,IND,60,22.8
2015-2016,Beno Udrih,MIA,44,16.1
2015-2016,Jonas Valanciunas,TOR,60,25.9
2015-2016,Anderson Varejao,GSW,53,9.4
2015-2016,Rashad Vaughn,MIL,70,14.3
2015-2016,Charlie Villanueva,DAL,62,10.7
2015-2016,Noah Vonleh,POR,78,15.0
2015-2016,Nikola Vucevic,ORL,65,31.3
2015-2016,Sasha Vujacic,NYK,61,14.9
2015-2016,Dwyane Wade,MIA,74,30.5
2015-2016,Dion Waiters,OKC,78,27.6
2015-2016,Kemba Walker,CHA,81,35.6
2015-2016,John Wall,WAS,77,36.2
2015-2016,T.J. Warren,PHX,47,22.8
2015-2016,C.J. Watson,ORL,33,19.9
2015-2016,David West,SAS,78,18.0
2015-2016,Russell Westbrook,OKC,80,34.4
2015-2016,Hassan Whiteside,MIA,73,29.1
2015-2016,Andrew Wiggins,MIN,81,35.1
2015-2016,Deron Williams,DAL,65,32.4
2015-2016,Derrick Williams,NYK,80,17.9
2015-2016,Lou Williams,LAL,67,28.5
2015-2016,Marvin Williams,CHA,81,28.9
2015-2016,Mo Williams,CLE,41,18.2
2015-2016,Justise Winslow,MIA,78,28.6
2015-2016,Jeff Withey,UTA,51,12.9
2015-2016,Metta World Peace,LAL,35,16.9
2015-2016,Nick Young,LAL,54,19.1
2015-2016,Thaddeus Young,BRK,73,33.0
2015-2016,Cody Zeller,CHA,73,24.3
2015-2016,Tyler Zeller,BOS,60,11.8
2015-2016,Raymond Felton,DAL,80,27.4
2015-2016,Evan Fournier,ORL,79,32.5
2015-2016,Randy Foye,OKC,81,20.3
2015-2016,Tim Frazier,NOP,51,14.5
2015-2016,Channing Frye,CLE,70,17.1
2015-2016,Danilo Gallinari,DEN,53,34.7
2015-2016,Langston Galloway,NYK,82,24.8
2015-2016,Kevin Garnett,MIN,38,14.6
2015-2016,Marc Gasol,MEM,52,34.4
2015-2016,Pau Gasol,CHI,72,31.8
2015-2016,Rudy Gay,SAC,70,34.0
2015-2016,Alonzo Gee,NOP,73,22.4
2015-2016,Paul George,IND,81,34.8
2015-2016,Taj Gibson,CHI,73,26.5
2015-2016,Manu Ginobili,SAS,58,19.6
2015-2016,Rudy Gobert,UTA,61,31.7
2015-2016,Archie Goodwin,PHX,57,19.5
2015-2016,Aaron Gordon,ORL,78,23.9
2015-2016,Eric Gordon,NOP,45,32.9
2015-2016,Marcin Gortat,WAS,75,30.1
2015-2016,Jerami Grant,PHI,77,26.8
2015-2016,Jerian Grant,NYK,76,16.6
2015-2016,Danny Green,SAS,79,26.1
2015-2016,Draymond Green,GSW,81,34.7
2015-2016,Gerald Green,MIA,69,22.6
2015-2016,JaMychal Green,MEM,78,18.5
2015-2016,Jeff Green,LAC,80,28.2
2015-2016,Blake Griffin,LAC,35,33.4
2015-2016,P.J. Hairston,MEM,66,19.9
2015-2016,Tim Hardaway Jr.,ATL,51,16.9
2015-2016,James Harden,HOU,82,38.1
2015-2016,Maurice Harkless,POR,78,18.7
2015-2016,Devin Harris,DAL,64,20.0
2015-2016,Gary Harris,DEN,76,32.1
2015-2016,Tobias Harris,DET,76,33.1
2015-2016,Spencer Hawes,CHA,57,18.2
2015-2016,Gordon Hayward,UTA,80,36.2
2015-2016,Gerald Henderson,POR,72,19.9
2015-2016,John Henson,MIL,57,16.8
2015-2016,Mario Hezonja,ORL,79,17.9
2015-2016,Roy Hibbert,LAL,81,23.2
2015-2016,George Hill,IND,74,34.1
2015-2016,Jordan Hill,IND,73,20.7
2015-2016,Solomon Hill,IND,59,14.7
2015-2016,Kirk Hinrich,ATL,46,13.7
2015-2016,Jrue Holiday,NOP,65,28.2
2015-2016,Justin Holiday,CHI,53,14.6
2015-2016,Rondae Hollis-Jefferson,BRK,29,21.2
2015-2016,Richaun Holmes,PHI,51,13.8
2015-2016,Rodney Hood,UTA,79,32.2
2015-2016,Al Horford,ATL,82,32.1
2015-2016,Dwight Howard,HOU,71,32.1
2015-2016,Marcelinho Huertas,LAL,53,16.4
2015-2016,Kris Humphries,ATL,53,15.7
2015-2016,Serge Ibaka,OKC,78,32.1
2015-2016,Andre Iguodala,GSW,65,26.6
2015-2016,Ersan Ilyasova,ORL,74,25.4
2015-2016,Joe Ingles,UTA,81,15.3
2015-2016,Kyrie Irving,CLE,53,31.5
2015-2016,Jarrett Jack,BRK,32,32.1
2015-2016,Reggie Jackson,DET,79,30.7
2015-2016,LeBron James,CLE,76,35.6
2015-2016,Al Jefferson,CHA,47,23.3
2015-2016,Richard Jefferson,CLE,74,17.9
2015-2016,Brandon Jennings,ORL,48,18.1
2015-2016,Jonas Jerebko,BOS,78,15.1
2015-2016,Amir Johnson,BOS,79,22.8
2015-2016,Chris Johnson,UTA,70,12.2
2015-2016,James Johnson,TOR,57,16.2
2015-2016,Joe Johnson,MIA,81,33.4
2015-2016,Stanley Johnson,DET,73,23.1
2015-2016,Tyler Johnson,MIA,36,24.0
2015-2016,Wesley Johnson,LAC,80,20.8
2015-2016,Nikola Jokic,DEN,80,21.7
2015-2016,Terrence Jones,HOU,50,20.9
2015-2016,Tyus Jones,MIN,37,15.5
2015-2016,DeAndre Jordan,LAC,77,33.7
2015-2016,Cory Joseph,TOR,80,25.6
2015-2016,Frank Kaminsky,CHA,81,21.1
2015-2016,Enes Kanter,OKC,82,21.0
2015-2016,Sean Kilpatrick,BRK,31,19.9
2015-2016,Brandon Knight,PHX,52,36.0
2015-2016,Kyle Korver,ATL,80,30.0
2015-2016,Kosta Koufos,SAC,78,19.0
2015-2016,Jeremy Lamb,CHA,66,18.6
2015-2016,Carl Landry,PHI,36,15.8
2015-2016,Shane Larkin,BRK,78,22.4
2015-2016,Joffrey Lauvergne,DEN,59,17.6
2015-2016,Zach LaVine,MIN,82,28.0
2015-2016,Ty Lawson,IND,66,21.4
2015-2016,Courtney Lee,CHA,79,29.6
2015-2016,David Lee,DAL,55,16.4
2015-2016,Alex Len,PHX,78,23.3
2015-2016,Kawhi Leonard,SAS,72,33.0
2015-2016,Meyers Leonard,POR,61,21.8
2015-2016,Jon Leuer,PHX,67,18.7
2015-2016,Damian Lillard,POR,75,35.7
2015-2016,Jeremy Lin,CHA,78,26.3
2015-2016,Shaun Livingston,GSW,78,19.5
2015-2016,Brook Lopez,BRK,73,33.7
2015-2016,Robin Lopez,NYK,82,27.1
2015-2016,Kevin Love,CLE,77,31.5
2015-2016,Kyle Lowry,TOR,77,37.0
2015-2016,Trey Lyles,UTA,80,17.3
2015-2016,Shelvin Mack,UTA,52,20.3
2015-2016,Ian Mahinmi,IND,71,25.6
2015-2016,Boban Marjanovic,SAS,54,9.4
2015-2016,Kevin Martin,SAS,55,19.9
2015-2016,Wesley Matthews,DAL,78,33.9
2015-2016,O.J. Mayo,MIL,41,26.6
2015-2016,Luc Mbah a Moute,LAC,75,17.0
2015-2016,C.J. McCollum,POR,80,34.7
2015-2016,T.J. McConnell,PHI,81,19.8
2015-2016,Doug McDermott,CHI,81,23.0
2015-2016,Ben McLemore,SAC,68,21.2
2015-2016,Josh McRoberts,MIA,42,14.2
2015-2016,Khris Middleton,MIL,79,36.1
2015-2016,C.J. Miles,IND,64,22.9
2015-2016,Patty Mills,SAS,81,20.5
2015-2016,Paul Millsap,ATL,81,32.7
2015-2016,Nikola Mirotic,CHI,66,24.9
2015-2016,Greg Monroe,MIL,79,29.3
2015-2016,E'Twaun Moore,CHI,59,21.4
2015-2016,Marcus Morris,DET,80,35.7
2015-2016,Markieff Morris,WAS,64,25.5
2015-2016,Anthony Morrow,OKC,68,13.6
2015-2016,Donatas Motiejunas,HOU,37,14.8
2015-2016,Timofey Mozgov,CLE,76,17.4
2015-2016,Emmanuel Mudiay,DEN,68,30.4
2015-2016,Shabazz Muhammad,MIN,82,20.5
2015-2016,Mike Muscala,ATL,60,9.4
2015-2016,"Larry Nance, Jr.",LAL,63,20.1
2015-2016,Shabazz Napier,ORL,55,10.9
2015-2016,Gary Neal,WAS,40,20.2
2015-2016,Jameer Nelson,DEN,39,26.6
2015-2016,Maybyner Nene,WAS,57,19.2
2015-2016,Raulzinho Neto,UTA,81,18.5
2015-2016,Andrew Nicholson,ORL,56,14.7
2015-2016,Joakim Noah,CHI,29,21.9
2015-2016,Nerlens Noel,PHI,67,29.3
2015-2016,Dirk Nowitzki,DAL,75,31.5
2015-2016,Jusuf Nurkic,DEN,32,17.1
2015-2016,Johnny O'Bryant,MIL,66,13.0
2015-2016,Kyle O'Quinn,NYK,65,11.8
2015-2016,Jahlil Okafor,PHI,53,30.0
2015-2016,Victor Oladipo,ORL,72,33.0
2015-2016,Kelly Olynyk,BOS,69,20.2
2015-2016,"Kelly Oubre, Jr.",WAS,63,10.7
2015-2016,Zaza Pachulia,DAL,76,26.4
2015-2016,Jabari Parker,MIL,76,31.7
2015-2016,Tony Parker,SAS,72,27.5
2015-2016,Chandler Parsons,DAL,61,29.5
2015-2016,Patrick Patterson,TOR,79,25.6
2015-2016,Chris Paul,LAC,74,32.7
2015-2016,Cameron Payne,OKC,57,12.2
2015-2016,Elfrid Payton,ORL,73,29.4
2015-2016,Kendrick Perkins,NOP,37,14.6
2015-2016,Paul Pierce,LAC,68,18.1
2015-2016,Mason Plumlee,POR,82,25.4
2015-2016,Miles Plumlee,MIL,61,14.3
2015-2016,Otto Porter,WAS,75,30.3
2015-2016,Bobby Portis,CHI,62,17.8
2015-2016,Kristaps Porzingis,NYK,72,28.4
2015-2016,Dwight Powell,DAL,69,14.4
2015-2016,Norman Powell,TOR,49,14.8
2015-2016,Ronnie Price,PHX,62,19.5
2015-2016,Pablo Prigioni,LAC,59,13.9
2015-2016,Tayshaun Prince,MIN,77,19.0
2015-2016,Julius Randle,LAL,81,28.2
2015-2016,Zach Randolph,MEM,68,29.7
2015-2016,J.J. Redick,LAC,75,28.0
2015-2016,Josh Richardson,MIA,52,21.3
2015-2016,Austin Rivers,LAC,67,21.8
2015-2016,Andre Roberson,OKC,70,22.2
2015-2016,Glenn Robinson,IND,45,11.3
2015-2016,Thomas Robinson,BRK,71,12.9
2015-2016,Rajon Rondo,SAC,72,35.2
2015-2016,Derrick Rose,CHI,66,31.8
2015-2016,Terrence Ross,TOR,73,23.9
2015-2016,Ricky Rubio,MIN,76,30.6
2015-2016,Brandon Rush,GSW,72,14.6
2015-2016,D'Angelo Russell,LAL,80,28.2
2015-2016,JaKarr Sampson,DEN,73,15.9
2015-2016,Dennis Schroder,ATL,80,20.3
2015-2016,Luis Scola,TOR,76,21.5
2015-2016,Mike Scott,ATL,75,15.3
2015-2016,Thabo Sefolosha,ATL,75,23.4
2015-2016,Kevin Seraphin,NYK,48,11.0
2015-2016,Ramon Sessions,WAS,82,20.3
2015-2016,Iman Shumpert,CLE,54,24.4
2015-2016,Jonathon Simmons,SAS,55,14.8
2015-2016,Kyle Singler,OKC,68,14.4
2015-2016,Donald Sloan,BRK,61,21.6
2015-2016,Marcus Smart,BOS,61,27.3
2015-2016,Ish Smith,PHI,77,29.1
2015-2016,J.R. Smith,CLE,77,30.7
2015-2016,Jason Smith,ORL,76,15.5
2015-2016,Josh Smith,HOU,55,16.0
2015-2016,Tony Snell,CHI,64,20.3
2015-2016,Marreese Speights,GSW,72,11.6
2015-2016,Quincy Acy,SAC,59,14.8
2015-2016,Steven Adams,OKC,80,25.2
2015-2016,Arron Afflalo,NYK,71,33.4
2015-2016,Alexis Ajinca,NOP,59,14.6
2015-2016,Cole Aldrich,LAC,60,13.3
2015-2016,LaMarcus Aldridge,SAS,74,30.6
2015-2016,Lavoy Allen,IND,79,20.2
2015-2016,Tony Allen,MEM,64,25.3
2015-2016,Al-Farouq Aminu,POR,82,28.5
2015-2016,James Anderson,SAC,51,14.1
2015-2016,Justin Anderson,DAL,55,11.8
2015-2016,Kyle Anderson,SAS,78,16.0
2015-2016,Ryan Anderson,NOP,66,30.4
2015-2016,Giannis Antetokounmpo,MIL,80,35.3
2015-2016,Carmelo Anthony,NYK,72,35.1
2015-2016,Trevor Ariza,HOU,81,35.3
2015-2016,Darrell Arthur,DEN,70,21.7
2015-2016,Omer Asik,NOP,68,17.3
2015-2016,D.J. Augustin,DEN,62,19.0
2015-2016,Luke Babbitt,NOP,47,18.0
2015-2016,Leandro Barbosa,GSW,68,15.9
2015-2016,J.J. Barea,DAL,74,22.5
2015-2016,Andrea Bargnani,BRK,46,13.8
2015-2016,Harrison Barnes,GSW,66,30.9
2015-2016,Matt Barnes,MEM,76,28.8
2015-2016,Will Barton,DEN,82,28.7
2015-2016,Brandon Bass,LAL,66,20.3
2015-2016,Nicolas Batum,CHA,70,35.0
2015-2016,Jerryd Bayless,MIL,52,28.9
2015-2016,Aron Baynes,DET,81,15.2
2015-2016,Kent Bazemore,ATL,75,27.8
2015-2016,Bradley Beal,WAS,55,31.1
2015-2016,Marco Belinelli,SAC,68,24.6
2015-2016,Patrick Beverley,HOU,71,28.7
2015-2016,Bismack Biyombo,TOR,82,22.0
2015-2016,Nemanja Bjelica,MIN,60,17.9
2015-2016,Steve Blake,DET,58,17.0
2015-2016,Eric Bledsoe,PHX,31,34.2
2015-2016,Bojan Bogdanovic,BRK,79,26.8
2015-2016,Andrew Bogut,GSW,70,20.7
2015-2016,Devin Booker,PHX,76,27.7
2015-2016,Trevor Booker,UTA,79,20.7
2015-2016,Chris Bosh,MIA,53,33.5
2015-2016,Avery Bradley,BOS,76,33.4
2015-2016,Corey Brewer,HOU,82,20.4
2015-2016,Aaron Brooks,CHI,69,16.1
2015-2016,Anthony Brown,LAL,29,20.6
2015-2016,Markel Brown,BRK,62,15.8
2015-2016,Kobe Bryant,LAL,66,28.2
2015-2016,Chase Budinger,PHX,66,14.1
2015-2016,Trey Burke,UTA,64,21.3
2015-2016,Alec Burks,UTA,31,25.7
2015-2016,Jimmy Butler,CHI,67,36.9
2015-2016,Jose Calderon,NYK,72,28.1
2015-2016,Kentavious Caldwell-Pope,DET,76,36.7
2015-2016,Isaiah Canaan,PHI,77,25.5
2015-2016,Clint Capela,HOU,77,19.1
2015-2016,DeMarre Carroll,TOR,26,30.2
2015-2016,Vince Carter,MEM,60,16.8
2015-2016,Michael Carter-Williams,MIL,54,30.5
2015-2016,Omri Casspi,SAC,69,27.3
2015-2016,Willie Cauley-Stein,SAC,66,21.4
2015-2016,Mario Chalmers,MEM,61,22.5
2015-2016,Tyson Chandler,PHX,66,24.5
2015-2016,Ian Clark,GSW,66,8.8
2015-2016,Jordan Clarkson,LAL,79,32.3
2015-2016,Norris Cole,NOP,45,26.6
2015-2016,Darren Collison,SAC,74,30.0
2015-2016,Nick Collison,OKC,59,11.9
2015-2016,Mike Conley,MEM,56,31.4
2015-2016,DeMarcus Cousins,SAC,65,34.6
2015-2016,Robert Covington,PHI,67,28.4
2015-2016,Allen Crabbe,POR,81,26.0
2015-2016,Jamal Crawford,LAC,79,26.9
2015-2016,Jae Crowder,BOS,73,31.6
2015-2016,Dante Cunningham,NOP,80,24.6
2015-2016,Seth Curry,SAC,44,15.7
2015-2016,Stephen Curry,GSW,79,34.2
2015-2016,Anthony Davis,NOP,61,35.5
2015-2016,Ed Davis,POR,81,20.8
2015-2016,Dewayne Dedmon,ORL,58,12.2
2015-2016,Matt Dellavedova,CLE,76,24.6
2015-2016,Luol Deng,MIA,74,32.4
2015-2016,DeMar DeRozan,TOR,78,35.9
2015-2016,Boris Diaw,SAS,76,18.2
2015-2016,Gorgui Dieng,MIN,82,27.1
2015-2016,Toney Douglas,NOP,61,20.7
2015-2016,Goran Dragic,MIA,72,32.8
2015-2016,Andre Drummond,DET,81,32.9
2015-2016,Jared Dudley,WAS,81,25.9
2015-2016,Tim Duncan,SAS,61,25.2
2015-2016,Mike Dunleavy,CHI,31,22.7
2015-2016,Kevin Durant,OKC,72,35.8
2015-2016,Wayne Ellington,BRK,76,21.2
2015-2016,Monta Ellis,IND,81,33.8
2015-2016,Tyler Ennis,MIL,46,14.2
2015-2016,Tyreke Evans,NOP,25,30.6
2015-2016,Festus Ezeli,GSW,46,16.7
2015-2016,Kenneth Faried,DEN,67,25.3
2015-2016,Derrick Favors,UTA,62,32.0
2014-2015,Mike Scott,ATL,68,16.5
2014-2015,Thabo Sefolosha,ATL,52,18.8
2014-2015,Kevin Seraphin,WAS,79,15.6
2014-2015,Ramon Sessions,WAS,64,18.6
2014-2015,Iman Shumpert,CLE,62,24.9
2014-2015,Alexey Shved,NYK,42,18.3
2014-2015,Henry Sims,PHI,73,19.2
2014-2015,Kyle Singler,OKC,80,21.8
2014-2015,Donald Sloan,IND,53,20.9
2014-2015,Marcus Smart,BOS,67,27.0
2014-2015,Ish Smith,PHI,55,15.1
2014-2015,J.R. Smith,CLE,70,29.7
2014-2015,Jason Smith,NYK,82,21.8
2014-2015,Josh Smith,HOU,83,27.7
2014-2015,Tony Snell,CHI,72,19.6
2014-2015,Marreese Speights,GSW,76,15.9
2014-2015,Tiago Splitter,SAS,52,19.8
2014-2015,Nik Stauskas,SAC,73,15.4
2014-2015,Lance Stephenson,CHA,61,25.8
2014-2015,Amar'e Stoudemire,DAL,59,21.1
2014-2015,Rodney Stuckey,IND,71,26.4
2014-2015,Jared Sullinger,BOS,58,27.0
2014-2015,Jeff Teague,ATL,73,30.5
2014-2015,Mirza Teletovic,BRK,40,22.3
2014-2015,Garrett Temple,WAS,52,14.1
2014-2015,Jason Terry,HOU,77,21.3
2014-2015,Isaiah Thomas,BOS,67,25.8
2014-2015,Lance Thomas,NYK,62,24.0
2014-2015,Hollis Thompson,PHI,71,25.0
2014-2015,Jason Thompson,SAC,81,24.6
2014-2015,Klay Thompson,GSW,77,31.9
2014-2015,Tristan Thompson,CLE,82,26.8
2014-2015,Marcus Thornton,PHX,48,15.0
2014-2015,Anthony Tolliver,DET,76,18.9
2014-2015,P.J. Tucker,PHX,78,30.6
2014-2015,Hedo Turkoglu,LAC,62,11.4
2014-2015,Evan Turner,BOS,82,27.6
2014-2015,Beno Udrih,MEM,79,18.9
2014-2015,Jonas Valanciunas,TOR,80,26.2
2014-2015,Anderson Varejao,CLE,26,24.4
2014-2015,Greivis Vasquez,TOR,82,24.3
2014-2015,Charlie Villanueva,DAL,64,10.6
2014-2015,Nikola Vucevic,ORL,74,34.2
2014-2015,Dwyane Wade,MIA,62,31.8
2014-2015,Dion Waiters,OKC,80,27.6
2014-2015,Henry Walker,MIA,24,26.1
2014-2015,Kemba Walker,CHA,62,34.2
2014-2015,John Wall,WAS,79,35.9
2014-2015,T.J. Warren,PHX,40,15.4
2014-2015,C.J. Watson,IND,57,24.9
2014-2015,Travis Wear,NYK,51,13.2
2014-2015,David West,IND,66,28.7
2014-2015,Russell Westbrook,OKC,67,34.4
2014-2015,Hassan Whiteside,MIA,48,23.8
2014-2015,Andrew Wiggins,MIN,82,36.2
2014-2015,Deron Williams,BRK,68,31.1
2014-2015,Derrick Williams,SAC,74,19.8
2014-2015,Lou Williams,TOR,80,25.2
2014-2015,Marvin Williams,CHA,78,26.1
2014-2015,Mo Williams,CHA,68,29.1
2014-2015,Shawne Williams,DET,63,17.2
2014-2015,Brandan Wright,PHX,75,19.3
2014-2015,Dorell Wright,POR,48,12.3
2014-2015,Tony Wroten,PHI,30,29.8
2014-2015,Nick Young,LAL,42,23.8
2014-2015,Thaddeus Young,BRK,76,32.0
2014-2015,Cody Zeller,CHA,62,24.0
2014-2015,Tyler Zeller,BOS,82,21.1
2014-2015,Brandon Knight,PHX,63,32.3
2014-2015,Kyle Korver,ATL,75,32.2
2014-2015,Kosta Koufos,MEM,81,16.6
2014-2015,Jeremy Lamb,OKC,47,13.5
2014-2015,Carl Landry,SAC,70,17.0
2014-2015,Shane Larkin,NYK,76,24.5
2014-2015,Zach LaVine,MIN,77,24.7
2014-2015,Ty Lawson,DEN,75,35.5
2014-2015,Courtney Lee,MEM,77,30.6
2014-2015,David Lee,GSW,49,18.5
2014-2015,Alex Len,PHX,69,22.0
2014-2015,Kawhi Leonard,SAS,64,31.8
2014-2015,Meyers Leonard,POR,55,15.4
2014-2015,Jon Leuer,MEM,63,13.1
2014-2015,Damian Lillard,POR,82,35.7
2014-2015,Jeremy Lin,LAL,74,25.8
2014-2015,Shaun Livingston,GSW,78,18.8
2014-2015,Brook Lopez,BRK,72,29.2
2014-2015,Robin Lopez,POR,59,27.8
2014-2015,Kevin Love,CLE,75,33.8
2014-2015,Kyle Lowry,TOR,70,34.5
2014-2015,Shelvin Mack,ATL,55,15.1
2014-2015,Ian Mahinmi,IND,61,18.8
2014-2015,Shawn Marion,CLE,57,19.3
2014-2015,Kevin Martin,MIN,39,33.4
2014-2015,Wesley Matthews,POR,60,33.7
2014-2015,Jason Maxiell,CHA,61,14.4
2014-2015,O.J. Mayo,MIL,71,23.9
2014-2015,Luc Mbah a Moute,PHI,67,28.6
2014-2015,Ray McCallum,SAC,68,21.1
2014-2015,C.J. McCollum,POR,62,15.7
2014-2015,K.J. McDaniels,HOU,62,21.8
2014-2015,Ben McLemore,SAC,82,32.6
2014-2015,Jodie Meeks,DET,60,24.4
2014-2015,Khris Middleton,MIL,79,30.1
2014-2015,C.J. Miles,IND,70,26.3
2014-2015,Andre Miller,SAC,81,15.5
2014-2015,Mike Miller,CLE,52,13.5
2014-2015,Patty Mills,SAS,51,15.7
2014-2015,Elijah Millsap,UTA,47,19.7
2014-2015,Paul Millsap,ATL,73,32.7
2014-2015,Nikola Mirotic,CHI,82,20.2
2014-2015,Greg Monroe,DET,69,31.0
2014-2015,E'Twaun Moore,CHI,56,9.0
2014-2015,Marcus Morris,PHX,81,25.2
2014-2015,Markieff Morris,PHX,82,31.5
2014-2015,Anthony Morrow,OKC,74,24.4
2014-2015,Donatas Motiejunas,HOU,71,28.7
2014-2015,Timofey Mozgov,CLE,81,25.3
2014-2015,Shabazz Muhammad,MIN,38,22.8
2014-2015,Mike Muscala,ATL,40,12.6
2014-2015,Shabazz Napier,MIA,51,19.8
2014-2015,Gary Neal,MIN,54,22.1
2014-2015,Jameer Nelson,DEN,63,22.3
2014-2015,Maybyner Nene,WAS,67,25.3
2014-2015,Joakim Noah,CHI,67,30.6
2014-2015,Nerlens Noel,PHI,75,30.8
2014-2015,Dirk Nowitzki,DAL,77,29.6
2014-2015,Jusuf Nurkic,DEN,62,17.8
2014-2015,Kyle O'Quinn,ORL,51,16.2
2014-2015,Victor Oladipo,ORL,72,35.7
2014-2015,Kelly Olynyk,BOS,64,22.2
2014-2015,Zaza Pachulia,MIL,73,23.7
2014-2015,Kostas Papanikolaou,HOU,43,18.5
2014-2015,Jabari Parker,MIL,25,29.5
2014-2015,Tony Parker,SAS,68,28.7
2014-2015,Chandler Parsons,DAL,66,33.1
2014-2015,Patrick Patterson,TOR,81,26.6
2014-2015,Chris Paul,LAC,82,34.8
2014-2015,Adreian Payne,MIN,32,23.1
2014-2015,Elfrid Payton,ORL,82,30.3
2014-2015,Nikola Pekovic,MIN,31,26.3
2014-2015,Kendrick Perkins,CLE,68,16.9
2014-2015,Paul Pierce,WAS,73,26.2
2014-2015,Mason Plumlee,BRK,82,21.3
2014-2015,Miles Plumlee,MIL,73,16.4
2014-2015,Quincy Pondexter,NOP,75,23.9
2014-2015,Otto Porter,WAS,74,19.4
2014-2015,Phil Pressey,BOS,50,12.0
2014-2015,Ronnie Price,LAL,43,22.8
2014-2015,Pablo Prigioni,HOU,67,17.9
2014-2015,Tayshaun Prince,DET,58,24.1
2014-2015,Zach Randolph,MEM,71,32.4
2014-2015,J.J. Redick,LAC,78,30.9
2014-2015,Luke Ridnour,ORL,47,14.5
2014-2015,Austin Rivers,LAC,76,20.6
2014-2015,Andre Roberson,OKC,67,19.2
2014-2015,Brian Roberts,CHA,72,18.5
2014-2015,Nate Robinson,LAC,42,14.1
2014-2015,Thomas Robinson,PHI,54,14.8
2014-2015,Rajon Rondo,DAL,68,29.7
