season,player,team,games_played,minutes_per_game,Number of Games,percentage of games missed,height,weight
01-02,Terrell Brandon,MIN,32,30.1,82,61.0,5-11,180
98-99,Terry Cummings,GSW,50,20.2,50,0.0,6-9,220
98-99,Terry Davis,WAS,37,15.6,50,26.0,6-9,225
98-99,Terry Porter,MIA,50,27.3,50,0.0,6-3,195
99-00,Terry Porter,SAS,68,23.7,82,17.1,6-3,195
00-01,Terry Porter,SAS,80,21.0,82,2.4,6-3,195
01-02,Terry Porter,SAS,72,18.0,82,12.2,6-3,195
98-99,Theo Ratliff,PHI,50,32.5,50,0.0,6-10,225
99-00,Theo Ratliff,PHI,57,31.5,82,30.5,6-10,225
00-01,Theo Ratliff,PHI,50,36.0,82,39.0,6-10,225
02-03,Theo Ratliff,ATL,81,31.1,82,1.2,6-10,225
03-04,Theo Ratliff,POR,85,31.3,82,-3.7,6-10,225
04-05,Theo Ratliff,POR,63,27.5,82,23.2,6-10,225
05-06,Theo Ratliff,POR,55,23.7,82,32.9,6-10,225
07-08,Theo Ratliff,DET,26,16.8,82,68.3,6-10,225
08-09,Theo Ratliff,PHI,46,12.6,82,43.9,6-10,225
09-10,Theo Ratliff,CHA,49,16.5,82,40.2,6-10,225
98-99,Thurl Bailey,UTA,43,12.6,50,14.0,6-11,215
98-99,Tim Duncan,SAS,50,39.3,50,0.0,6-11,250
99-00,Tim Duncan,SAS,74,38.9,82,9.8,6-11,250
00-01,Tim Duncan,SAS,82,38.7,82,0.0,6-11,250
01-02,Tim Duncan,SAS,82,40.6,82,0.0,6-11,250
02-03,Tim Duncan,SAS,81,39.3,82,1.2,6-11,250
03-04,Tim Duncan,SAS,69,36.6,82,15.9,6-11,250
04-05,Tim Duncan,SAS,66,33.4,82,19.5,6-11,250
05-06,Tim Duncan,SAS,80,34.8,82,2.4,6-11,250
06-07,Tim Duncan,SAS,80,34.1,82,2.4,6-11,250
07-08,Tim Duncan,SAS,78,34.0,82,4.9,6-11,250
08-09,Tim Duncan,SAS,75,33.6,82,8.5,6-11,250
09-10,Tim Duncan,SAS,78,31.3,82,4.9,6-11,250
10-11,Tim Duncan,SAS,76,28.4,82,7.3,6-11,250
11-12,Tim Duncan,SAS,58,28.2,66,12.1,6-11,250
12-13,Tim Duncan,SAS,69,30.1,82,15.9,6-11,250
13-14,Tim Duncan,SAS,74,29.2,82,9.8,6-11,250
14-15,Tim Duncan,SAS,77,28.9,82,6.1,6-11,250
15-16,Tim Duncan,SAS,61,25.2,82,25.6,6-11,250
98-99,Tim Hardaway,MIA,48,36.9,50,4.0,6-0,175
98-99,Tim Hardaway,MIA,48,36.9,50,4.0,6-6,205
99-00,Tim Hardaway,MIA,52,32.2,82,36.6,6-0,175
99-00,Tim Hardaway,MIA,52,32.2,82,36.6,6-6,205
00-01,Tim Hardaway,MIA,77,33.9,82,6.1,6-0,175
00-01,Tim Hardaway,MIA,77,33.9,82,6.1,6-6,205
01-02,Tim Hardaway,DEN,68,23.5,82,17.1,6-0,175
01-02,Tim Hardaway,DEN,68,23.5,82,17.1,6-6,205
98-99,Tim Legler,WAS,30,12.6,50,40.0,6-4,180
98-99,Tim Thomas,MIL,50,16.2,50,0.0,6-10,230
99-00,Tim Thomas,MIL,80,26.2,82,2.4,6-10,230
00-01,Tim Thomas,MIL,76,27.4,82,7.3,6-10,230
01-02,Tim Thomas,MIL,74,26.9,82,9.8,6-10,230
02-03,Tim Thomas,MIL,80,29.5,82,2.4,6-10,230
03-04,Tim Thomas,NYK,66,31.7,82,19.5,6-10,230
04-05,Tim Thomas,NYK,71,27.3,82,13.4,6-10,230
05-06,Tim Thomas,PHX,29,22.9,82,64.6,6-10,230
06-07,Tim Thomas,LAC,76,27.0,82,7.3,6-10,230
07-08,Tim Thomas,LAC,63,30.8,82,23.2,6-10,230
08-09,Tim Thomas,CHI,64,19.5,82,22.0,6-10,230
98-99,Todd Fuller,UTA,42,11.0,50,16.0,6-11,255
98-99,Tom Gugliotta,PHX,43,36.3,50,14.0,6-10,240
99-00,Tom Gugliotta,PHX,54,32.7,82,34.1,6-10,240
00-01,Tom Gugliotta,PHX,57,20.3,82,30.5,6-10,240
01-02,Tom Gugliotta,PHX,44,25.7,82,46.3,6-10,240
03-04,Tom Gugliotta,UTA,55,14.9,82,32.9,6-10,240
04-05,Tom Gugliotta,ATL,47,20.6,82,42.7,6-10,240
98-99,Tom Hammonds,MIN,49,14.6,50,2.0,6-9,215
98-99,Toni Kukoc,CHI,44,37.6,50,12.0,7-0,230
99-00,Toni Kukoc,PHI,56,31.9,82,31.7,7-0,230
00-01,Toni Kukoc,ATL,65,24.6,82,20.7,7-0,230
01-02,Toni Kukoc,ATL,59,25.3,82,28.0,7-0,230
02-03,Toni Kukoc,MIL,63,27.0,82,23.2,7-0,230
03-04,Toni Kukoc,MIL,73,20.8,82,11.0,7-0,230
04-05,Toni Kukoc,MIL,53,20.7,82,35.4,7-0,230
05-06,Toni Kukoc,MIL,65,15.7,82,20.7,7-0,230
98-99,Tony Battie,BOS,50,22.4,50,0.0,6-11,230
99-00,Tony Battie,BOS,82,18.4,82,0.0,6-11,230
00-01,Tony Battie,BOS,40,21.1,82,51.2,6-11,230
01-02,Tony Battie,BOS,74,24.6,82,9.8,6-11,230
02-03,Tony Battie,BOS,67,25.1,82,18.3,6-11,230
03-04,Tony Battie,CLE,73,20.2,82,11.0,6-11,230
04-05,Tony Battie,ORL,81,23.4,82,1.2,6-11,230
05-06,Tony Battie,ORL,82,27.0,82,0.0,6-11,230
06-07,Tony Battie,ORL,66,23.9,82,19.5,6-11,230
08-09,Tony Battie,ORL,77,15.6,82,6.1,6-11,230
98-99,Tony Delk,GSW,36,17.5,50,28.0,6-1,189
99-00,Tony Delk,SAC,46,14.8,82,43.9,6-1,189
00-01,Tony Delk,PHX,82,27.9,82,0.0,6-1,189
01-02,Tony Delk,BOS,63,23.0,82,23.2,6-1,189
02-03,Tony Delk,BOS,67,28.0,82,18.3,6-1,189
03-04,Tony Delk,DAL,33,15.4,82,59.8,6-1,189
04-05,Tony Delk,ATL,56,23.9,82,31.7,6-1,189
05-06,Tony Delk,DET,24,16.0,82,70.7,6-1,189
98-99,Tony Massenburg,VAN,43,26.6,50,14.0,6-9,220
00-01,Tony Massenburg,VAN,52,15.8,82,36.6,6-9,220
01-02,Tony Massenburg,MEM,73,17.0,82,11.0,6-9,220
02-03,Tony Massenburg,UTA,58,13.7,82,29.3,6-9,220
03-04,Tony Massenburg,SAC,59,13.4,82,28.0,6-9,220
04-05,Tony Massenburg,SAS,61,11.5,82,25.6,6-9,220
98-99,Tracy McGrady,TOR,49,22.6,50,2.0,6-8,210
99-00,Tracy McGrady,TOR,79,31.2,82,3.7,6-8,210
00-01,Tracy McGrady,ORL,77,40.1,82,6.1,6-8,210
01-02,Tracy McGrady,ORL,76,38.3,82,7.3,6-8,210
02-03,Tracy McGrady,ORL,75,39.4,82,8.5,6-8,210
03-04,Tracy McGrady,ORL,67,39.9,82,18.3,6-8,210
04-05,Tracy McGrady,HOU,78,40.8,82,4.9,6-8,210
05-06,Tracy McGrady,HOU,47,37.1,82,42.7,6-8,210
06-07,Tracy McGrady,HOU,71,35.8,82,13.4,6-8,210
07-08,Tracy McGrady,HOU,66,37.0,82,19.5,6-8,210
08-09,Tracy McGrady,HOU,35,33.8,82,57.3,6-8,210
09-10,Tracy McGrady,NYK,30,22.4,82,63.4,6-8,210
10-11,Tracy McGrady,DET,72,23.4,82,12.2,6-8,210
11-12,Tracy McGrady,ATL,52,16.1,66,21.2,6-8,210
98-99,Tracy Murray,WAS,36,18.1,50,28.0,6-7,225
99-00,Tracy Murray,WAS,80,22.9,82,2.4,6-7,225
00-01,Tracy Murray,TOR,51,11.5,82,37.8,6-7,225
98-99,Travis Best,IND,49,21.3,50,2.0,5-11,182
99-00,Travis Best,IND,82,20.6,82,0.0,5-11,182
00-01,Travis Best,IND,77,31.9,82,6.1,5-11,182
01-02,Travis Best,CHI,74,23.6,82,9.8,5-11,182
02-03,Travis Best,MIA,72,25.1,82,12.2,5-11,182
03-04,Travis Best,DAL,61,12.5,82,25.6,5-11,182
04-05,Travis Best,NJN,76,19.2,82,7.3,5-11,182
98-99,Travis Knight,LAL,37,14.2,50,26.0,6-7,215
99-00,Travis Knight,LAL,63,6.5,82,23.2,6-7,215
98-99,Troy Hudson,LAC,25,21.0,50,50.0,6-1,170
99-00,Troy Hudson,LAC,62,25.7,82,24.4,6-1,170
00-01,Troy Hudson,ORL,75,13.4,82,8.5,6-1,170
01-02,Troy Hudson,ORL,81,22.9,82,1.2,6-1,170
02-03,Troy Hudson,MIN,79,32.9,82,3.7,6-1,170
03-04,Troy Hudson,MIN,29,17.3,82,64.6,6-1,170
04-05,Troy Hudson,MIN,79,21.9,82,3.7,6-1,170
05-06,Troy Hudson,MIN,36,22.2,82,56.1,6-1,170
06-07,Troy Hudson,MIN,34,16.3,82,58.5,6-1,170
98-99,Tyrone Corbin,ATL,47,22.7,50,6.0,6-6,210
99-00,Tyrone Corbin,SAC,54,17.4,82,34.1,6-6,210
98-99,Tyrone Hill,PHI,38,29.1,50,24.0,6-9,240
99-00,Tyrone Hill,PHI,68,31.7,82,17.1,6-9,240
00-01,Tyrone Hill,PHI,76,31.1,82,7.3,6-9,240
01-02,Tyrone Hill,CLE,26,31.2,82,68.3,6-9,240
02-03,Tyrone Hill,PHI,56,24.1,82,31.7,6-9,240
98-99,Tyrone Nesby,LAC,50,25.8,50,0.0,6-6,225
99-00,Tyrone Nesby,LAC,73,31.7,82,11.0,6-6,225
00-01,Tyrone Nesby,WAS,62,25.1,82,24.4,6-6,225
01-02,Tyrone Nesby,WAS,70,21.3,82,14.6,6-6,225
98-99,Vernon Maxwell,SAC,46,21.9,50,8.0,6-4,180
99-00,Vernon Maxwell,SEA,47,21.0,82,42.7,6-4,180
00-01,Vernon Maxwell,DAL,43,15.3,82,47.6,6-4,180
98-99,Vin Baker,SEA,34,34.2,50,32.0,6-11,232
99-00,Vin Baker,SEA,79,36.1,82,3.7,6-11,232
00-01,Vin Baker,SEA,76,28.0,82,7.3,6-11,232
01-02,Vin Baker,SEA,55,31.1,82,32.9,6-11,232
02-03,Vin Baker,BOS,52,18.1,82,36.6,6-11,232
03-04,Vin Baker,NYK,54,24.3,82,34.1,6-11,232
98-99,Vince Carter,TOR,50,35.2,50,0.0,6-6,220
99-00,Vince Carter,TOR,82,38.1,82,0.0,6-6,220
00-01,Vince Carter,TOR,75,39.7,82,8.5,6-6,220
01-02,Vince Carter,TOR,60,39.8,82,26.8,6-6,220
02-03,Vince Carter,TOR,43,34.2,82,47.6,6-6,220
03-04,Vince Carter,TOR,73,38.2,82,11.0,6-6,220
04-05,Vince Carter,NJN,77,36.7,82,6.1,6-6,220
05-06,Vince Carter,NJN,79,36.8,82,3.7,6-6,220
06-07,Vince Carter,NJN,82,38.1,82,0.0,6-6,220
07-08,Vince Carter,NJN,76,38.9,82,7.3,6-6,220
08-09,Vince Carter,NJN,80,36.8,82,2.4,6-6,220
09-10,Vince Carter,ORL,75,30.8,82,8.5,6-6,220
10-11,Vince Carter,PHX,73,28.1,82,11.0,6-6,220
11-12,Vince Carter,DAL,61,25.3,66,7.6,6-6,220
12-13,Vince Carter,DAL,81,25.8,82,1.2,6-6,220
13-14,Vince Carter,DAL,81,24.4,82,1.2,6-6,220
14-15,Vince Carter,MEM,66,16.5,82,19.5,6-6,220
15-16,Vince Carter,MEM,60,16.8,82,26.8,6-6,220
16-17,Vince Carter,MEM,73,24.7,82,11.0,6-6,220
17-18,Vince Carter,SAC,58,17.7,82,29.3,6-6,220
98-99,Vinny Del Negro,MIL,48,22.8,50,4.0,6-4,185
99-00,Vinny Del Negro,MIL,67,18.1,82,18.3,6-4,185
00-01,Vinny Del Negro,PHX,65,14.2,82,20.7,6-4,185
98-99,Vitaly Potapenko,BOS,50,27.9,50,0.0,6-10,280
99-00,Vitaly Potapenko,BOS,79,22.7,82,3.7,6-10,280
00-01,Vitaly Potapenko,BOS,82,23.2,82,0.0,6-10,280
01-02,Vitaly Potapenko,BOS,79,17.0,82,3.7,6-10,280
03-04,Vitaly Potapenko,SEA,65,21.8,82,20.7,6-10,280
98-99,Vlade Divac,SAC,50,35.2,50,0.0,7-1,243
99-00,Vlade Divac,SAC,82,29.0,82,0.0,7-1,243
00-01,Vlade Divac,SAC,81,29.9,82,1.2,7-1,243
01-02,Vlade Divac,SAC,80,30.2,82,2.4,7-1,243
02-03,Vlade Divac,SAC,80,29.8,82,2.4,7-1,243
03-04,Vlade Divac,SAC,81,28.6,82,1.2,7-1,243
98-99,Vladimir Stepania,SEA,23,13.6,50,54.0,7-0,236
01-02,Vladimir Stepania,MIA,67,13.2,82,18.3,7-0,236
02-03,Vladimir Stepania,MIA,79,20.2,82,3.7,7-0,236
98-99,Walt Williams,POR,48,21.8,50,4.0,6-8,195
99-00,Walt Williams,HOU,76,24.5,82,7.3,6-8,195
00-01,Walt Williams,HOU,72,22.0,82,12.2,6-8,195
01-02,Walt Williams,HOU,48,23.3,82,41.5,6-8,195
02-03,Walt Williams,DAL,66,17.6,82,19.5,6-8,195
98-99,Walter McCarty,BOS,32,20.6,50,36.0,6-10,230
99-00,Walter McCarty,BOS,61,14.4,82,25.6,6-10,230
01-02,Walter McCarty,BOS,56,12.8,82,31.7,6-10,230
02-03,Walter McCarty,BOS,82,23.8,82,0.0,6-10,230
03-04,Walter McCarty,BOS,77,24.7,82,6.1,6-10,230
04-05,Walter McCarty,PHX,72,12.6,82,12.2,6-10,230
98-99,Wesley Person,CLE,45,29.8,50,10.0,6-6,195
99-00,Wesley Person,CLE,79,26.0,82,3.7,6-6,195
00-01,Wesley Person,CLE,44,21.8,82,46.3,6-6,195
01-02,Wesley Person,CLE,78,35.8,82,4.9,6-6,195
02-03,Wesley Person,MEM,66,29.4,82,19.5,6-6,195
03-04,Wesley Person,ATL,58,17.9,82,29.3,6-6,195
04-05,Wesley Person,DEN,41,16.3,82,50.0,6-6,195
98-99,Will Perdue,SAS,37,12.0,50,26.0,7-0,240
99-00,Will Perdue,CHI,67,15.1,82,18.3,7-0,240
99-00,Adrian Griffin,BOS,72,26.8,82,12.2,6-5,217
01-02,Adrian Griffin,DAL,58,23.8,82,29.3,6-5,217
02-03,Adrian Griffin,DAL,74,18.6,82,9.8,6-5,217
04-05,Adrian Griffin,CHI,69,9.7,82,15.9,6-5,217
05-06,Adrian Griffin,DAL,52,24.0,82,36.6,6-5,217
06-07,Adrian Griffin,CHI,54,10.8,82,34.1,6-5,217
99-00,Al Harrington,IND,50,17.1,82,39.0,6-9,230
00-01,Al Harrington,IND,78,24.3,82,4.9,6-9,230
01-02,Al Harrington,IND,44,29.8,82,46.3,6-9,230
02-03,Al Harrington,IND,82,30.1,82,0.0,6-9,230
03-04,Al Harrington,IND,79,30.9,82,3.7,6-9,230
04-05,Al Harrington,ATL,66,38.6,82,19.5,6-9,230
05-06,Al Harrington,ATL,76,36.6,82,7.3,6-9,230
06-07,Al Harrington,GSW,78,32.9,82,4.9,6-9,230
07-08,Al Harrington,GSW,81,27.0,82,1.2,6-9,230
08-09,Al Harrington,NYK,73,34.9,82,11.0,6-9,230
09-10,Al Harrington,NYK,72,30.5,82,12.2,6-9,230
10-11,Al Harrington,DEN,73,22.8,82,11.0,6-9,230
11-12,Al Harrington,DEN,64,27.5,66,3.0,6-9,230
13-14,Al Harrington,WAS,34,15.0,82,58.5,6-9,230
99-00,Andre Miller,CLE,82,25.6,82,0.0,6-3,200
00-01,Andre Miller,CLE,82,34.7,82,0.0,6-3,200
01-02,Andre Miller,CLE,81,37.3,82,1.2,6-3,200
02-03,Andre Miller,LAC,80,36.4,82,2.4,6-3,200
03-04,Andre Miller,DEN,82,34.6,82,0.0,6-3,200
04-05,Andre Miller,DEN,82,34.8,82,0.0,6-3,200
05-06,Andre Miller,DEN,82,35.8,82,0.0,6-3,200
06-07,Andre Miller,PHI,80,37.1,82,2.4,6-3,200
07-08,Andre Miller,PHI,82,36.8,82,0.0,6-3,200
08-09,Andre Miller,PHI,82,36.3,82,0.0,6-3,200
09-10,Andre Miller,POR,82,30.5,82,0.0,6-3,200
10-11,Andre Miller,POR,81,32.7,82,1.2,6-3,200
11-12,Andre Miller,DEN,66,27.4,66,0.0,6-3,200
12-13,Andre Miller,DEN,82,26.2,82,0.0,6-3,200
13-14,Andre Miller,WAS,58,16.9,82,29.3,6-3,200
14-15,Andre Miller,SAC,81,15.5,82,1.2,6-3,200
99-00,Anthony Carter,MIA,79,23.5,82,3.7,6-1,190
00-01,Anthony Carter,MIA,72,22.6,82,12.2,6-1,190
01-02,Anthony Carter,MIA,46,22.8,82,43.9,6-1,190
02-03,Anthony Carter,MIA,49,18.6,82,40.2,6-1,190
04-05,Anthony Carter,MIN,66,11.2,82,19.5,6-1,190
05-06,Anthony Carter,MIN,45,13.1,82,45.1,6-1,190
07-08,Anthony Carter,DEN,70,28.0,82,14.6,6-1,190
08-09,Anthony Carter,DEN,78,22.9,82,4.9,6-1,190
09-10,Anthony Carter,DEN,54,15.9,82,34.1,6-1,190
10-11,Anthony Carter,NYK,33,14.0,82,59.8,6-1,190
99-00,Anthony Mason,CHA,82,38.2,82,0.0,6-7,250
00-01,Anthony Mason,MIA,80,40.7,82,2.4,6-7,250
01-02,Anthony Mason,MIL,82,38.3,82,0.0,6-7,250
02-03,Anthony Mason,MIL,65,32.6,82,20.7,6-7,250
99-00,Austin Croshere,IND,81,23.3,82,1.2,6-9,235
00-01,Austin Croshere,IND,81,23.1,82,1.2,6-9,235
01-02,Austin Croshere,IND,76,16.9,82,7.3,6-9,235
02-03,Austin Croshere,IND,49,12.9,82,40.2,6-9,235
03-04,Austin Croshere,IND,77,13.6,82,6.1,6-9,235
04-05,Austin Croshere,IND,73,25.0,82,11.0,6-9,235
05-06,Austin Croshere,IND,50,23.0,82,39.0,6-9,235
06-07,Austin Croshere,DAL,61,11.9,82,25.6,6-9,235
99-00,Baron Davis,CHA,82,18.6,82,0.0,6-3,209
00-01,Baron Davis,CHA,82,38.9,82,0.0,6-3,209
01-02,Baron Davis,CHA,82,40.5,82,0.0,6-3,209
02-03,Baron Davis,NOP,50,37.8,82,39.0,6-3,209
03-04,Baron Davis,NOP,67,40.1,82,18.3,6-3,209
04-05,Baron Davis,GSW,46,34.4,82,43.9,6-3,209
05-06,Baron Davis,GSW,54,36.5,82,34.1,6-3,209
06-07,Baron Davis,GSW,63,35.3,82,23.2,6-3,209
07-08,Baron Davis,GSW,82,39.0,82,0.0,6-3,209
08-09,Baron Davis,LAC,65,34.6,82,20.7,6-3,209
09-10,Baron Davis,LAC,75,33.6,82,8.5,6-3,209
10-11,Baron Davis,CLE,58,28.4,82,29.3,6-3,209
11-12,Baron Davis,NYK,29,20.5,66,56.1,6-3,209
99-00,Bonzi Wells,POR,66,17.8,82,19.5,6-5,210
00-01,Bonzi Wells,POR,75,26.6,82,8.5,6-5,210
01-02,Bonzi Wells,POR,74,31.7,82,9.8,6-5,210
02-03,Bonzi Wells,POR,75,32.0,82,8.5,6-5,210
03-04,Bonzi Wells,MEM,72,26.0,82,12.2,6-5,210
04-05,Bonzi Wells,MEM,69,21.6,82,15.9,6-5,210
05-06,Bonzi Wells,SAC,52,32.4,82,36.6,6-5,210
06-07,Bonzi Wells,HOU,28,21.1,82,65.9,6-5,210
07-08,Bonzi Wells,NOP,73,21.4,82,11.0,6-5,210
99-00,Brian Shaw,LAL,74,16.9,82,9.8,6-6,190
00-01,Brian Shaw,LAL,80,22.9,82,2.4,6-6,190
01-02,Brian Shaw,LAL,58,10.9,82,29.3,6-6,190
02-03,Brian Shaw,LAL,71,12.7,82,13.4,6-6,190
99-00,Brian Skinner,LAC,33,23.5,82,59.8,6-9,255
00-01,Brian Skinner,LAC,39,15.0,82,52.4,6-9,255
01-02,Brian Skinner,CLE,65,17.0,82,20.7,6-9,255
02-03,Brian Skinner,PHI,77,17.9,82,6.1,6-9,255
03-04,Brian Skinner,MIL,56,28.2,82,31.7,6-9,255
04-05,Brian Skinner,SAC,49,19.2,82,40.2,6-9,255
05-06,Brian Skinner,POR,65,14.5,82,20.7,6-9,255
06-07,Brian Skinner,MIL,67,22.7,82,18.3,6-9,255
07-08,Brian Skinner,PHX,66,12.8,82,19.5,6-9,255
08-09,Brian Skinner,LAC,51,16.5,82,37.8,6-9,255
99-00,Carlos Rogers,HOU,53,20.8,82,35.4,6-11,220
00-01,Carlos Rogers,HOU,39,13.9,82,52.4,6-11,220
99-00,Chris Herren,DEN,45,13.3,82,45.1,6-2,197
99-00,Chucky Atkins,ORL,82,19.8,82,0.0,5-11,160
00-01,Chucky Atkins,DET,81,29.2,82,1.2,5-11,160
01-02,Chucky Atkins,DET,79,28.9,82,3.7,5-11,160
02-03,Chucky Atkins,DET,65,21.5,82,20.7,5-11,160
03-04,Chucky Atkins,BOS,64,24.1,82,22.0,5-11,160
04-05,Chucky Atkins,LAL,82,35.4,82,0.0,5-11,160
05-06,Chucky Atkins,MEM,71,24.1,82,13.4,5-11,160
06-07,Chucky Atkins,MEM,75,27.5,82,8.5,5-11,160
09-10,Chucky Atkins,DET,40,16.1,82,51.2,5-11,160
99-00,Corey Maggette,ORL,77,17.8,82,6.1,6-6,218
00-01,Corey Maggette,LAC,69,19.7,82,15.9,6-6,218
01-02,Corey Maggette,LAC,63,25.6,82,23.2,6-6,218
02-03,Corey Maggette,LAC,64,31.3,82,22.0,6-6,218
03-04,Corey Maggette,LAC,73,36.0,82,11.0,6-6,218
04-05,Corey Maggette,LAC,66,36.9,82,19.5,6-6,218
05-06,Corey Maggette,LAC,32,29.5,82,61.0,6-6,218
06-07,Corey Maggette,LAC,75,30.5,82,8.5,6-6,218
07-08,Corey Maggette,LAC,70,35.7,82,14.6,6-6,218
08-09,Corey Maggette,GSW,51,31.1,82,37.8,6-6,218
09-10,Corey Maggette,GSW,70,29.7,82,14.6,6-6,218
10-11,Corey Maggette,MIL,67,20.9,82,18.3,6-6,218
11-12,Corey Maggette,CHA,32,27.5,66,51.5,6-6,218
99-00,Darvin Ham,MIL,35,22.6,82,57.3,6-7,220
00-01,Darvin Ham,MIL,29,18.6,82,64.6,6-7,220
01-02,Darvin Ham,MIL,70,17.3,82,14.6,6-7,220
02-03,Darvin Ham,ATL,75,12.3,82,8.5,6-7,220
03-04,Darvin Ham,DET,54,9.0,82,34.1,6-7,220
99-00,Dedric Willoughby,CHI,25,20.3,82,69.5,6-3,185
99-00,Doug West,VAN,38,15.3,82,53.7,6-6,175
99-00,Eddie Robinson,CHA,67,16.6,82,18.3,6-8,210
00-01,Eddie Robinson,CHA,67,17.9,82,18.3,6-8,210
01-02,Eddie Robinson,CHI,29,22.5,82,64.6,6-8,210
02-03,Eddie Robinson,CHI,64,21.2,82,22.0,6-8,210
03-04,Eddie Robinson,CHI,51,20.1,82,37.8,6-8,210
99-00,Elliot Perry,NJN,60,13.4,82,26.8,6-0,150
00-01,Elliot Perry,PHX,49,10.2,82,40.2,6-0,150
99-00,Elton Brand,CHI,81,37.0,82,1.2,6-8,275
00-01,Elton Brand,CHI,74,39.3,82,9.8,6-8,275
01-02,Elton Brand,LAC,80,37.8,82,2.4,6-8,275
02-03,Elton Brand,LAC,62,39.6,82,24.4,6-8,275
03-04,Elton Brand,LAC,69,38.7,82,15.9,6-8,275
04-05,Elton Brand,LAC,81,37.0,82,1.2,6-8,275
05-06,Elton Brand,LAC,79,39.2,82,3.7,6-8,275
06-07,Elton Brand,LAC,80,38.5,82,2.4,6-8,275
08-09,Elton Brand,PHI,29,31.7,82,64.6,6-8,275
09-10,Elton Brand,PHI,76,30.2,82,7.3,6-8,275
10-11,Elton Brand,PHI,81,34.7,82,1.2,6-8,275
11-12,Elton Brand,PHI,60,28.9,66,9.1,6-8,275
12-13,Elton Brand,DAL,72,21.2,82,12.2,6-8,275
13-14,Elton Brand,ATL,73,19.4,82,11.0,6-8,275
14-15,Elton Brand,ATL,36,13.5,82,56.1,6-8,275
99-00,Emanual Davis,SEA,54,13.0,82,34.1,6-4,195
00-01,Emanual Davis,SEA,62,20.8,82,24.4,6-4,195
01-02,Emanual Davis,ATL,28,27.6,82,65.9,6-4,195
99-00,Fred Hoiberg,CHI,31,27.3,82,62.2,6-4,203
00-01,Fred Hoiberg,CHI,74,30.4,82,9.8,6-4,203
01-02,Fred Hoiberg,CHI,79,17.8,82,3.7,6-4,203
02-03,Fred Hoiberg,CHI,63,12.4,82,23.2,6-4,203
03-04,Fred Hoiberg,MIN,79,22.8,82,3.7,6-4,203
04-05,Fred Hoiberg,MIN,76,16.7,82,7.3,6-4,203
99-00,Gerard King,WAS,62,17.1,82,24.4,6-2,175
00-01,Gerard King,WAS,45,15.7,82,45.1,6-2,175
99-00,Greg Buckner,DAL,48,19.2,82,41.5,6-4,210
00-01,Greg Buckner,DAL,37,22.2,82,54.9,6-4,210
01-02,Greg Buckner,DAL,44,20.1,82,46.3,6-4,210
02-03,Greg Buckner,PHI,75,20.2,82,8.5,6-4,210
03-04,Greg Buckner,PHI,53,13.3,82,35.4,6-4,210
04-05,Greg Buckner,DEN,70,21.8,82,14.6,6-4,210
05-06,Greg Buckner,DEN,73,24.1,82,11.0,6-4,210
06-07,Greg Buckner,DAL,76,18.0,82,7.3,6-4,210
07-08,Greg Buckner,MIN,31,16.8,82,62.2,6-4,210
08-09,Greg Buckner,MEM,63,13.9,82,23.2,6-4,210
99-00,Jacque Vaughn,UTA,78,11.3,82,4.9,6-1,190
00-01,Jacque Vaughn,UTA,82,19.8,82,0.0,6-1,190
01-02,Jacque Vaughn,ATL,82,22.6,82,0.0,6-1,190
02-03,Jacque Vaughn,ORL,80,21.1,82,2.4,6-1,190
03-04,Jacque Vaughn,ATL,71,17.9,82,13.4,6-1,190
04-05,Jacque Vaughn,NJN,71,19.8,82,13.4,6-1,190
05-06,Jacque Vaughn,NJN,80,15.4,82,2.4,6-1,190
06-07,Jacque Vaughn,SAS,64,11.9,82,22.0,6-1,190
07-08,Jacque Vaughn,SAS,74,15.4,82,9.8,6-1,190
99-00,Jahidi White,WAS,80,19.2,82,2.4,6-9,200
00-01,Jahidi White,WAS,68,23.7,82,17.1,6-9,200
01-02,Jahidi White,WAS,71,19.0,82,13.4,6-9,200
03-04,Jahidi White,PHX,62,14.0,82,24.4,6-9,200
99-00,James Posey,DEN,81,25.3,82,1.2,6-8,215
00-01,James Posey,DEN,82,27.5,82,0.0,6-8,215
01-02,James Posey,DEN,73,30.7,82,11.0,6-8,215
02-03,James Posey,HOU,83,30.3,82,-1.2,6-8,215
03-04,James Posey,MEM,82,29.9,82,0.0,6-8,215
04-05,James Posey,MEM,50,27.6,82,39.0,6-8,215
05-06,James Posey,MIA,67,28.6,82,18.3,6-8,215
06-07,James Posey,MIA,71,27.0,82,13.4,6-8,215
07-08,James Posey,BOS,74,24.6,82,9.8,6-8,215
08-09,James Posey,NOP,75,28.5,82,8.5,6-8,215
09-10,James Posey,NOP,77,22.5,82,6.1,6-8,215
10-11,James Posey,IND,49,17.1,82,40.2,6-8,215
99-00,Jason Terry,ATL,81,23.3,82,1.2,6-2,185
00-01,Jason Terry,ATL,82,37.7,82,0.0,6-2,185
01-02,Jason Terry,ATL,78,38.0,82,4.9,6-2,185
02-03,Jason Terry,ATL,81,38.0,82,1.2,6-2,185
03-04,Jason Terry,ATL,81,37.3,82,1.2,6-2,185
04-05,Jason Terry,DAL,80,30.0,82,2.4,6-2,185
05-06,Jason Terry,DAL,80,35.0,82,2.4,6-2,185
06-07,Jason Terry,DAL,81,35.1,82,1.2,6-2,185
07-08,Jason Terry,DAL,82,31.4,82,0.0,6-2,185
08-09,Jason Terry,DAL,74,33.7,82,9.8,6-2,185
