player,player_salary,season
Stacey Augmon,"$2,400,000",2003/04
Chris Kaman,"$2,394,600",2003/04
Joel Przybilla,"$2,373,309",2003/04
Eddie Griffin,"$2,312,760",2003/04
Cory Alexander,"$2,302,778",2003/04
Keyon Dooling,"$2,256,444",2003/04
Etan Thomas,"$2,200,942",2003/04
Jim Jackson,"$2,200,000",2003/04
Antonio Daniels,"$2,200,000",2003/04
Kirk Hinrich,"$2,185,920",2003/04
Courtney Alexander,"$2,168,193",2003/04
Bimbo Coles,"$2,120,000",2003/04
DeSagana Diop,"$2,118,840",2003/04
Nenê,"$2,102,840",2003/04
Troy Hudson,"$2,100,000",2003/04
Chris Wilcox,"$2,066,760",2003/04
TJ Ford,"$2,002,680",2003/04
Hidayet Turkoglu,"$1,995,611",2003/04
Rodney White,"$1,947,600",2003/04
Marko Jaric,"$1,925,000",2003/04
Amare Stoudemire,"$1,899,720",2003/04
Desmond Mason,"$1,898,312",2003/04
Joe Johnson,"$1,850,160",2003/04
Mike Sweetney,"$1,840,800",2003/04
Quentin Richardson,"$1,805,735",2003/04
Caron Butler,"$1,804,680",2003/04
Nate Huffman,"$1,760,000",2003/04
Kedrick Brown,"$1,757,640",2003/04
Jarvis Hayes,"$1,748,760",2003/04
Jamaal Magloire,"$1,726,771",2003/04
Jared Jeffries,"$1,714,440",2003/04
Samaki Walker,"$1,700,000",2003/04
Corie Blount,"$1,680,000",2003/04
Vladimir Radmanovic,"$1,669,800",2003/04
Morris Peterson,"$1,646,079",2003/04
Melvin Ely,"$1,628,760",2003/04
DeShawn Stevenson,"$1,616,087",2003/04
Cezary Trybanski,"$1,600,000",2003/04
Jerome Moiso,"$1,600,000",2003/04
Dalibor Bagaric,"$1,599,076",2003/04
Richard Jefferson,"$1,586,280",2003/04
Iakovos Tsakalidis,"$1,580,702",2003/04
Nick Collison,"$1,578,240",2003/04
Marcus Haislip,"$1,547,280",2003/04
Stanislav Medvedenko,"$1,540,000",2003/04
Michael Doleac,"$1,540,000",2003/04
Gordan Giricek,"$1,540,000",2003/04
Mickael Pietrus,"$1,527,946",2003/04
Malik Allen,"$1,510,000",2003/04
Troy Murphy,"$1,506,960",2003/04
Fred Jones,"$1,506,000",2003/04
Jumaine Jones,"$1,500,000",2003/04
Mark Jackson,"$1,500,000",2003/04
Karl Malone,"$1,500,000",2003/04
Brian Skinner,"$1,500,000",2003/04
Erick Strickland,"$1,500,000",2003/04
Tyronn Lue,"$1,500,000",2003/04
Jake Voskuhl,"$1,500,000",2003/04
Marcus Banks,"$1,499,400",2003/04
Manu Ginobili,"$1,457,500",2003/04
Steven Hunter,"$1,431,600",2003/04
Luke Ridnour,"$1,424,400",2003/04
Bostjan Nachbar,"$1,396,440",2003/04
Kirk Haston,"$1,360,080",2003/04
Reece Gaines,"$1,353,120",2003/04
Earl Watson,"$1,336,500",2003/04
Jiri Welsch,"$1,326,600",2003/04
Bryce Drew,"$1,300,000",2003/04
Michael Bradley,"$1,292,040",2003/04
Troy Bell,"$1,285,440",2003/04
Juan Dixon,"$1,260,360",2003/04
Ryan Bowen,"$1,250,000",2003/04
Jarron Collins,"$1,250,000",2003/04
Jason Collins,"$1,227,480",2003/04
Zarko Cabarkapa,"$1,221,240",2003/04
Walter McCarty,"$1,200,000",2003/04
Voshon Lenard,"$1,200,000",2003/04
Daniel Santiago,"$1,200,000",2003/04
Curtis Borchardt,"$1,187,240",2003/04
Zach Randolph,"$1,172,160",2003/04
Chris Childs,"$1,166,667",2003/04
David West,"$1,160,160",2003/04
Ryan Humphrey,"$1,143,360",2003/04
Jeryl Sasser,"$1,125,729",2003/04
Brendan Haywood,"$1,125,360",2003/04
Aleksandar Pavlovic,"$1,107,960",2003/04
Mehmet Okur,"$1,100,000",2003/04
Kareem Rush,"$1,097,640",2003/04
Joseph Forte,"$1,080,360",2003/04
Kendall Gill,"$1,070,000",2003/04
Calbert Cheaney,"$1,070,000",2003/04
Popeye Jones,"$1,070,000",2003/04
Kenny Anderson,"$1,070,000",2003/04
Olden Polynice,"$1,070,000",2003/04
Bryon Russell,"$1,070,000",2003/04
Horace Grant,"$1,070,000",2003/04
Sean Rooks,"$1,070,000",2003/04
Steve Smith,"$1,070,000",2003/04
Scott Williams,"$1,070,000",2003/04
Anthony Peeler,"$1,070,000",2003/04
Tony Massenburg,"$1,070,000",2003/04
Kevin Willis,"$1,070,000",2003/04
Chris Whitney,"$1,070,000",2003/04
Dahntay Jones,"$1,063,680",2003/04
Qyntel Woods,"$1,053,720",2003/04
Boris Diaw,"$1,021,080",2003/04
Casey Jacobsen,"$1,011,600",2003/04
Dion Glover,"$1,000,000",2003/04
Stephen Jackson,"$1,000,000",2003/04
Monty Williams,"$1,000,000",2003/04
Brandon Armstrong,"$995,650",2003/04
Zoran Planinic,"$980,280",2003/04
Tayshaun Prince,"$971,160",2003/04
Efthimios Rentzias,"$971,160",2003/04
Robert Pack,"$965,610",2003/04
Andrei Kirilenko,"$955,800",2003/04
Mark Blount,"$944,922",2003/04
Travis Outlaw,"$941,040",2003/04
Travis Best,"$938,679",2003/04
Fred Hoiberg,"$938,679",2003/04
Gary Trent,"$938,679",2003/04
Gerald Wallace,"$917,520",2003/04
Brian Cook,"$903,360",2003/04
Frank Williams,"$894,960",2003/04
Rod Strickland,"$887,317",2003/04
Samuel Dalembert,"$887,160",2003/04
Mitchell Butler,"$876,179",2003/04
John Salmons,"$865,320",2003/04
Jamaal Tinsley,"$861,600",2003/04
Primoz Brezec,"$861,600",2003/04
Tony Parker,"$856,200",2003/04
Chris Jefferies,"$840,360",2003/04
Ndudi Ebi,"$838,560",2003/04
Dan Dickau,"$835,200",2003/04
Maciej Lampe,"$829,000",2003/04
Robert Traylor,"$825,000",2003/04
Kendrick Perkins,"$814,320",2003/04
Jacque Vaughn,"$813,679",2003/04
Rick Brunson,"$813,679",2003/04
Darvin Ham,"$813,679",2003/04
Anthony Johnson,"$813,679",2003/04
John Wallace,"$813,679",2003/04
Leandro Barbosa,"$809,280",2003/04
Brian Scalabrine,"$800,000",2003/04
Carlos Arroyo,"$800,000",2003/04
Josh Howard,"$773,400",2003/04
Mark Pope,"$751,179",2003/04
Adrian Griffin,"$751,179",2003/04
Damon Jones,"$751,179",2003/04
Shammond Williams,"$751,179",2003/04
Vladimir Stepania,"$751,179",2003/04
Anthony Carter,"$751,179",2003/04
Bruno Sundov,"$751,159",2003/04
Eddie House,"$750,000",2003/04
Reggie Evans,"$700,000",2003/04
Doug Overton,"$695,844",2003/04
Obinna Ekezie,"$688,679",2003/04
Scott Padgett,"$688,679",2003/04
Rafer Alston,"$688,679",2003/04
Ansu Sesay,"$688,679",2003/04
Amal McCaskill,"$688,679",2003/04
Milt Palacio,"$688,679",2003/04
Raja Bell,"$688,679",2003/04
Oliver Miller,"$686,838",2003/04
Brian Cardinal,"$663,679",2003/04
Pepe Sanchez,"$663,679",2003/04
Mark Madsen,"$663,679",2003/04
Donnell Harvey,"$663,679",2003/04
Ruben Boumtje-Boumtje,"$663,679",2003/04
Michael Ruffin,"$663,679",2003/04
Mike James,"$638,679",2003/04
Chris Andersen,"$638,679",2003/04
Jeff Trepagnier,"$638,679",2003/04
Tremaine Fowlkes,"$638,679",2003/04
Mike Wilks,"$638,679",2003/04
Jamison Brewer,"$638,679",2003/04
Bobby Simmons,"$638,679",2003/04
Loren Woods,"$638,679",2003/04
Trenton Hassell,"$638,679",2003/04
Jabari Smith,"$638,679",2003/04
Jason Hart,"$638,679",2003/04
Lonny Baxter,"$636,679",2003/04
Mengke Bateer,"$636,679",2003/04
Raul Lopez,"$621,520",2003/04
Dan Langhi,"$603,786",2003/04
Sean Marks,"$596,295",2003/04
Alton Ford,"$586,082",2003/04
Tamar Slay,"$563,679",2003/04
Carlos Boozer,"$563,679",2003/04
JR Bremer,"$563,679",2003/04
Jamal Sampson,"$563,679",2003/04
Jannero Pargo,"$563,679",2003/04
Rasual Butler,"$563,679",2003/04
Dan Gadzuric,"$563,679",2003/04
Ronald Murray,"$563,679",2003/04
Robert Archibald,"$563,679",2003/04
Sam Clancy,"$563,679",2003/04
Devin Brown,"$563,679",2003/04
Roger Mason,"$563,679",2003/04
Mikki Moore,"$513,000",2003/04
Zendon Hamilton,"$485,619",2003/04
Muggsy Bogues,"$437,420",2003/04
Travis Hansen,"$366,931",2003/04
Brandon Hunter,"$366,931",2003/04
Linton Johnson,"$366,931",2003/04
Jason Kapono,"$366,931",2003/04
Jon Stefansson,"$366,931",2003/04
Marquis Daniels,"$366,931",2003/04
Francisco Elson,"$366,931",2003/04
James Jones,"$366,931",2003/04
Josh Moore,"$366,931",2003/04
Luke Walton,"$366,931",2003/04
Theron Smith,"$366,931",2003/04
Jerome Beasley,"$366,931",2003/04
Udonis Haslem,"$366,931",2003/04
Keith McLeod,"$366,931",2003/04
Richie Frahm,"$366,931",2003/04
Keith Bogans,"$366,931",2003/04
Zaza Pachulia,"$366,931",2003/04
Kyle Korver,"$366,931",2003/04
Willie Green,"$366,931",2003/04
Darius Songaila,"$366,931",2003/04
Alex Garcia,"$366,931",2003/04
Ben Handlogten,"$366,931",2003/04
Maurice Williams,"$366,931",2003/04
Steve Blake,"$366,931",2003/04
Paul Grant,"$350,581",2003/04
Matt Carroll,"$349,032",2003/04
Kaniel Dickens,"$264,011",2003/04
Cherokee Parks,"$228,946",2003/04
Tyrone Hill,"$221,829",2003/04
Damone Brown,"$202,508",2003/04
Quincy Lewis,"$202,341",2003/04
Ben Davis,"$176,369",2003/04
Rodney Buford,"$145,686",2003/04
Tracy Murray,"$143,537",2003/04
Slavko Vranes,"$129,768",2003/04
Sean Lampley,"$89,364",2003/04
Shane Heal,"$75,615",2003/04
Torraye Braggs,"$53,697",2003/04
Britton Johnsen,"$44,748",2003/04
Jelani McCoy,"$36,643",2003/04
Derrick Dial,"$32,375",2003/04
Shaquille O'Neal,"$27,696,430",2004/05
Dikembe Mutombo,"$19,485,719",2004/05
Allan Houston,"$17,531,250",2004/05
Chris Webber,"$17,531,250",2004/05
Kevin Garnett,"$16,000,000",2004/05
Jason Kidd,"$14,796,000",2004/05
Jermaine O'Neal,"$14,796,000",2004/05
Antoine Walker,"$14,625,000",2004/05
Zydrunas Ilgauskas,"$14,625,000",2004/05
Latrell Sprewell,"$14,625,000",2004/05
Anfernee Hardaway,"$14,625,000",2004/05
Stephon Marbury,"$14,625,000",2004/05
Ray Allen,"$14,625,000",2004/05
Allen Iverson,"$14,625,000",2004/05
Shareef Abdur-Rahim,"$14,625,000",2004/05
Michael Finley,"$14,609,375",2004/05
Tracy McGrady,"$14,487,000",2004/05
Keith Van Horn,"$14,487,000",2004/05
Grant Hill,"$14,487,000",2004/05
Jalen Rose,"$14,487,000",2004/05
Tim Duncan,"$14,260,641",2004/05
Kobe Bryant,"$14,175,000",2004/05
Eddie Jones,"$13,455,000",2004/05
Brian Grant,"$13,233,434",2004/05
Antonio Davis,"$12,925,000",2004/05
Tim Thomas,"$12,900,000",2004/05
Paul Pierce,"$12,584,688",2004/05
Vince Carter,"$12,584,688",2004/05
Dirk Nowitzki,"$12,584,688",2004/05
Antawn Jamison,"$12,584,688",2004/05
Damon Stoudamire,"$12,500,000",2004/05
Baron Davis,"$12,330,000",2004/05
Steve Francis,"$12,330,000",2004/05
Shawn Marion,"$12,330,000",2004/05
Glenn Robinson,"$12,071,250",2004/05
Elton Brand,"$12,056,000",2004/05
Nick Van Exel,"$11,933,252",2004/05
Carlos Boozer,"$10,967,500",2004/05
Theo Ratliff,"$10,937,500",2004/05
Lamar Odom,"$10,548,596",2004/05
Mike Bibby,"$10,500,000",2004/05
Dale Davis,"$10,068,750",2004/05
Rasheed Wallace,"$9,720,000",2004/05
Raef LaFrentz,"$9,714,538",2004/05
Kerry Kittles,"$9,566,667",2004/05
Kenyon Martin,"$9,454,546",2004/05
Gilbert Arenas,"$9,389,600",2004/05
Jamal Mashburn,"$9,300,000",2004/05
Wally Szczerbiak,"$9,000,000",2004/05
Vin Baker,"$8,833,333",2004/05
Steve Nash,"$8,750,000",2004/05
Jamaal Magloire,"$8,533,333",2004/05
Marcus Camby,"$8,500,000",2004/05
Maurice Taylor,"$8,450,000",2004/05
Derek Anderson,"$8,443,500",2004/05
Alan Henderson,"$8,273,125",2004/05
Austin Croshere,"$8,260,000",2004/05
Shandon Anderson,"$8,173,699",2004/05
PJ Brown,"$8,000,000",2004/05
Kelvin Cato,"$7,992,000",2004/05
Brad Miller,"$7,875,000",2004/05
Richard Hamilton,"$7,812,500",2004/05
Rashard Lewis,"$7,792,208",2004/05
Erick Dampier,"$7,700,000",2004/05
Bonzi Wells,"$7,700,000",2004/05
Bo Outlaw,"$7,632,904",2004/05
Doug Christie,"$7,550,000",2004/05
Jason Terry,"$7,500,000",2004/05
Mehmet Okur,"$7,500,000",2004/05
Jerry Stackhouse,"$7,437,500",2004/05
Andre Miller,"$7,366,667",2004/05
Lorenzen Wright,"$7,150,000",2004/05
Ben Wallace,"$7,000,000",2004/05
Corey Maggette,"$7,000,000",2004/05
Jason Williams,"$6,875,000",2004/05
Predrag Stojakovic,"$6,875,000",2004/05
Tariq Abdul-Wahad,"$6,750,000",2004/05
Darius Miles,"$6,750,000",2004/05
Manu Ginobili,"$6,603,500",2004/05
Christian Laettner,"$6,600,000",2004/05
Desmond Mason,"$6,529,630",2004/05
Jonathan Bender,"$6,525,000",2004/05
Adonal Foyle,"$6,500,000",2004/05
Al Harrington,"$6,325,000",2004/05
Howard Eisley,"$6,301,923",2004/05
Sam Cassell,"$6,250,000",2004/05
Vitaly Potapenko,"$6,191,250",2004/05
Jerome Williams,"$6,187,500",2004/05
Jahidi White,"$6,166,466",2004/05
Radoslav Nesterovic,"$6,160,000",2004/05
Metta World Peace,"$6,157,895",2004/05
Mike Miller,"$6,000,000",2004/05
Kenny Thomas,"$6,000,000",2004/05
Stromile Swift,"$5,993,105",2004/05
Calvin Booth,"$5,900,700",2004/05
Clarence Weatherspoon,"$5,899,400",2004/05
Joe Smith,"$5,899,400",2004/05
Todd MacCulloch,"$5,899,400",2004/05
Ruben Patterson,"$5,899,400",2004/05
Kurt Thomas,"$5,884,500",2004/05
Cuttino Mobley,"$5,884,500",2004/05
Alvin Williams,"$5,850,000",2004/05
Danny Fortson,"$5,818,136",2004/05
Quentin Richardson,"$5,800,000",2004/05
Scot Pollard,"$5,792,250",2004/05
Jamal Crawford,"$5,760,000",2004/05
Reggie Miller,"$5,500,000",2004/05
Aaron McKie,"$5,500,000",2004/05
Corliss Williamson,"$5,500,000",2004/05
Malik Rose,"$5,462,500",2004/05
Ricky Davis,"$5,455,200",2004/05
Chauncey Billups,"$5,455,200",2004/05
Jerome James,"$5,455,200",2004/05
Larry Hughes,"$5,455,200",2004/05
Gary Payton,"$5,408,700",2004/05
Scottie Pippen,"$5,408,700",2004/05
Juwan Howard,"$5,408,700",2004/05
James Posey,"$5,408,700",2004/05
Michael Olowokandi,"$5,408,700",2004/05
Alonzo Mourning,"$5,408,700",2004/05
Kwame Brown,"$5,361,873",2004/05
Clifford Robinson,"$5,287,500",2004/05
Nazr Mohammed,"$5,250,000",2004/05
Stephen Jackson,"$5,100,000",2004/05
Eddie Robinson,"$5,055,556",2004/05
Donyell Marshall,"$5,023,850",2004/05
Mark Blount,"$4,903,000",2004/05
Marquis Daniels,"$4,903,000",2004/05
Antonio McDyess,"$4,903,000",2004/05
Derek Fisher,"$4,903,000",2004/05
Vlade Divac,"$4,903,000",2004/05
Brian Cardinal,"$4,903,000",2004/05
Troy Hudson,"$4,903,000",2004/05
Hidayet Turkoglu,"$4,903,000",2004/05
Etan Thomas,"$4,903,000",2004/05
Eric Snow,"$4,875,000",2004/05
Lamond Murray,"$4,875,000",2004/05
Ervin Johnson,"$4,837,633",2004/05
Tyson Chandler,"$4,801,102",2004/05
Michael Stewart,"$4,800,000",2004/05
Rick Fox,"$4,800,000",2004/05
Tony Battie,"$4,800,000",2004/05
Anthony Mason,"$4,710,435",2004/05
Matt Harpring,"$4,690,000",2004/05
Devean George,"$4,546,000",2004/05
Derrick Coleman,"$4,500,000",2004/05
Jeff Foster,"$4,500,000",2004/05
Brian Skinner,"$4,500,000",2004/05
David Wesley,"$4,455,000",2004/05
Yao Ming,"$4,436,880",2004/05
Elden Campbell,"$4,400,000",2004/05
Morris Peterson,"$4,400,000",2004/05
Trenton Hassell,"$4,350,000",2004/05
LeBron James,"$4,320,360",2004/05
Pau Gasol,"$4,318,481",2004/05
Brent Barry,"$4,264,900",2004/05
Marc Jackson,"$4,225,000",2004/05
Chucky Atkins,"$4,200,000",2004/05
Dwight Howard,"$4,179,720",2004/05
Jason Caffey,"$4,148,148",2004/05
Shawn Bradley,"$4,000,000",2004/05
Greg Ostertag,"$4,000,000",2004/05
Carlos Arroyo,"$4,000,000",2004/05
Gordan Giricek,"$4,000,000",2004/05
Eddy Curry,"$3,896,402",2004/05
Darko Milicic,"$3,865,440",2004/05
Moochie Norris,"$3,850,000",2004/05
Eduardo Najera,"$3,809,524",2004/05
Aaron Williams,"$3,790,257",2004/05
Emeka Okafor,"$3,739,680",2004/05
Jeff McInnis,"$3,600,000",2004/05
Eric Williams,"$3,580,000",2004/05
Mike Dunleavy,"$3,565,080",2004/05
Jason Richardson,"$3,534,018",2004/05
Rafer Alston,"$3,500,000",2004/05
Carmelo Anthony,"$3,471,360",2004/05
Evan Eschmeyer,"$3,407,655",2004/05
Chris Mihm,"$3,371,393",2004/05
Ben Gordon,"$3,358,320",2004/05
Speedy Claxton,"$3,300,000",2004/05
Chris Crawford,"$3,250,000",2004/05
Voshon Lenard,"$3,250,000",2004/05
Matt Maloney,"$3,237,500",2004/05
Drew Gooden,"$3,214,080",2004/05
Shane Battier,"$3,212,402",2004/05
Bob Sura,"$3,200,000",2004/05
Othella Harrington,"$3,150,000",2004/05
Bobby Jackson,"$3,150,000",2004/05
Chris Bosh,"$3,129,720",2004/05
Mike James,"$3,100,000",2004/05
Shaun Livingston,"$3,027,840",2004/05
Stanislav Medvedenko,"$3,000,000",2004/05
Michael Redd,"$3,000,000",2004/05
Toni Kukoc,"$3,000,000",2004/05
George Lynch,"$3,000,000",2004/05
Arvydas Sabonis,"$3,000,000",2004/05
Bruce Bowen,"$3,000,000",2004/05
Pat Garrity,"$2,937,500",2004/05
Nikoloz Tskitishvili,"$2,910,600",2004/05
Iakovos Tsakalidis,"$2,900,000",2004/05
Dwyane Wade,"$2,834,160",2004/05
Eric Piatkowski,"$2,750,000",2004/05
Devin Harris,"$2,741,880",2004/05
Ira Newble,"$2,704,350",2004/05
Kevin Ollie,"$2,704,350",2004/05
Tony Delk,"$2,700,000",2004/05
Tom Gugliotta,"$2,700,000",2004/05
Rodney Rogers,"$2,700,000",2004/05
DeSagana Diop,"$2,695,164",2004/05
Greg Buckner,"$2,647,824",2004/05
Dajuan Wagner,"$2,643,600",2004/05
Chris Kaman,"$2,574,240",2004/05
Predrag Drobnjak,"$2,550,000",2004/05
Andres Nocioni,"$2,525,000",2004/05
Damon Jones,"$2,503,000",2004/05
Lucious Harris,"$2,500,000",2004/05
Earl Boykins,"$2,500,000",2004/05
Zeljko Rebraca,"$2,500,000",2004/05
Andrew DeClercq,"$2,500,000",2004/05
DeShawn Stevenson,"$2,500,000",2004/05
Josh Childress,"$2,490,360",2004/05
Jim Jackson,"$2,420,000",2004/05
Michael Doleac,"$2,400,000",2004/05
Joe Johnson,"$2,358,954",2004/05
Kirk Hinrich,"$2,349,840",2004/05
Kedrick Brown,"$2,332,388",2004/05
Vladimir Radmanovic,"$2,300,984",2004/05
Darrell Armstrong,"$2,275,000",2004/05
Luol Deng,"$2,273,400",2004/05
Richard Jefferson,"$2,266,794",2004/05
Nenê,"$2,260,280",2004/05
Troy Murphy,"$2,231,808",2004/05
Chris Wilcox,"$2,210,880",2004/05
Anthony Johnson,"$2,200,000",2004/05
Antonio Daniels,"$2,200,000",2004/05
TJ Ford,"$2,152,800",2004/05
Marko Jaric,"$2,100,000",2004/05
Rafael Araujo,"$2,082,720",2004/05
Amare Stoudemire,"$2,032,200",2004/05
Mike Sweetney,"$1,978,920",2004/05
Marcus Haislip,"$1,976,380",2004/05
Nick Collison,"$1,969,680",2004/05
Malik Allen,"$1,950,625",2004/05
Caron Butler,"$1,930,680",2004/05
Andre Iguodala,"$1,914,480",2004/05
Jason Collins,"$1,887,864",2004/05
Jarvis Hayes,"$1,879,920",2004/05
Jared Jeffries,"$1,834,080",2004/05
Luke Jackson,"$1,818,720",2004/05
Jon Barry,"$1,800,000",2004/05
Rodney White,"$1,797,845",2004/05
Mickael Pietrus,"$1,785,960",2004/05
Jerome Moiso,"$1,760,000",2004/05
Melvin Ely,"$1,742,400",2004/05
Brendan Haywood,"$1,735,305",2004/05
Andris Biedrins,"$1,727,760",2004/05
Steven Hunter,"$1,720,046",2004/05
Cezary Trybanski,"$1,700,000",2004/05
Charlie Ward,"$1,700,000",2004/05
Jarron Collins,"$1,700,000",2004/05
Jumaine Jones,"$1,687,500",2004/05
Jake Voskuhl,"$1,687,500",2004/05
Andrei Kirilenko,"$1,671,694",2004/05
Gerald Wallace,"$1,652,453",2004/05
Erick Strickland,"$1,650,000",2004/05
Robert Swift,"$1,641,360",2004/05
Marcus Banks,"$1,611,840",2004/05
Ron Mercer,"$1,600,000",2004/05
Robert Traylor,"$1,600,000",2004/05
Scott Williams,"$1,600,000",2004/05
Lindsey Hunter,"$1,600,000",2004/05
Calbert Cheaney,"$1,600,000",2004/05
Tyronn Lue,"$1,600,000",2004/05
Wesley Person,"$1,600,000",2004/05
Maurice Williams,"$1,600,000",2004/05
Fred Hoiberg,"$1,600,000",2004/05
Chris Andersen,"$1,600,000",2004/05
Ibo Kutluay,"$1,600,000",2004/05
Darius Songaila,"$1,600,000",2004/05
Anthony Peeler,"$1,600,000",2004/05
Samuel Dalembert,"$1,599,549",2004/05
Fred Jones,"$1,572,480",2004/05
Sebastian Telfair,"$1,559,280",2004/05
Primoz Brezec,"$1,554,326",2004/05
Jamaal Tinsley,"$1,554,326",2004/05
Jay Williams,"$1,550,551",2004/05
Tony Parker,"$1,545,441",2004/05
Luke Ridnour,"$1,531,200",2004/05
Zach Randolph,"$1,504,272",2004/05
Jason Collier,"$1,500,000",2004/05
Joel Przybilla,"$1,500,000",2004/05
Bostjan Nachbar,"$1,493,880",2004/05
Kris Humphries,"$1,481,400",2004/05
Earl Watson,"$1,458,000",2004/05
Reece Gaines,"$1,454,640",2004/05
Mike Wilks,"$1,440,092",2004/05
Jiri Welsch,"$1,419,240",2004/05
Al Jefferson,"$1,407,240",2004/05
Jason Hart,"$1,400,000",2004/05
Eddie House,"$1,388,327",2004/05
Troy Bell,"$1,381,920",2004/05
Juan Dixon,"$1,348,200",2004/05
Walter McCarty,"$1,337,500",2004/05
Kirk Snyder,"$1,336,920",2004/05
Daniel Santiago,"$1,320,000",2004/05
Raja Bell,"$1,320,000",2004/05
Zarko Cabarkapa,"$1,312,800",2004/05
Kevin Willis,"$1,300,000",2004/05
Curtis Borchardt,"$1,280,880",2004/05
Nate Huffman,"$1,280,000",2004/05
Josh Smith,"$1,270,080",2004/05
David West,"$1,247,160",2004/05
Ryan Humphrey,"$1,223,160",2004/05
JR Smith,"$1,206,600",2004/05
Rasual Butler,"$1,200,000",2004/05
John Amaechi,"$1,200,000",2004/05
Aleksandar Pavlovic,"$1,191,000",2004/05
Kareem Rush,"$1,174,200",2004/05
Dorell Wright,"$1,152,240",2004/05
Dahntay Jones,"$1,143,360",2004/05
Qyntel Woods,"$1,127,280",2004/05
Jameer Nelson,"$1,106,160",2004/05
Kenny Anderson,"$1,100,000",2004/05
Steve Smith,"$1,100,000",2004/05
Avery Johnson,"$1,100,000",2004/05
Bryon Russell,"$1,100,000",2004/05
Stacey Augmon,"$1,100,000",2004/05
Vladimir Stepania,"$1,100,000",2004/05
Robert Horry,"$1,100,000",2004/05
Tony Massenburg,"$1,100,000",2004/05
Boris Diaw,"$1,097,640",2004/05
Casey Jacobsen,"$1,082,160",2004/05
Pavel Podkolzin,"$1,061,880",2004/05
Zoran Planinic,"$1,053,720",2004/05
Tayshaun Prince,"$1,038,960",2004/05
Viktor Khryapa,"$1,019,400",2004/05
Travis Outlaw,"$1,011,600",2004/05
Travis Best,"$1,000,000",2004/05
Raul Lopez,"$997,320",2004/05
Samaki Walker,"$995,046",2004/05
Brian Cook,"$971,160",2004/05
Frank Williams,"$957,480",2004/05
Delonte West,"$939,480",2004/05
Nenad Krstic,"$939,480",2004/05
Jacque Vaughn,"$932,546",2004/05
Brevin Knight,"$932,546",2004/05
Amal McCaskill,"$932,546",2004/05
Darvin Ham,"$932,546",2004/05
Rick Brunson,"$932,546",2004/05
John Salmons,"$925,680",2004/05
Kendall Gill,"$912,195",2004/05
Tony Allen,"$901,920",2004/05
Carlos Delfino,"$901,920",2004/05
Ndudi Ebi,"$901,440",2004/05
Brian Scalabrine,"$900,000",2004/05
Maciej Lampe,"$900,000",2004/05
Chris Jefferies,"$899,040",2004/05
Dan Dickau,"$893,400",2004/05
Reggie Evans,"$880,000",2004/05
Kendrick Perkins,"$875,400",2004/05
