,season,Number of Games,player,team,height,weight,games_played,games missed,percentage of games missed,minutes_per_game
1982,03-04,82,Jacque Vaughn,ATL,6-1,190,71,11,13.4,17.9
1983,04-05,82,Jacque Vaughn,NJN,6-1,190,71,11,13.4,19.8
1984,05-06,82,Jacque Vaughn,NJN,6-1,190,80,2,2.4,15.4
1985,06-07,82,Jacque Vaughn,SAS,6-1,190,64,18,22.0,11.9
1986,07-08,82,Jacque Vaughn,SAS,6-1,190,74,8,9.8,15.4
1987,99-00,82,Jahidi White,WAS,6-9,200,80,2,2.4,19.2
1988,00-01,82,Jahidi White,WAS,6-9,200,68,14,17.1,23.7
1989,01-02,82,Jahidi White,WAS,6-9,200,71,11,13.4,19.0
1990,03-04,82,Jahidi White,PHX,6-9,200,62,20,24.4,14.0
1991,99-00,82,James Posey,DEN,6-8,215,81,1,1.2,25.3
1992,00-01,82,James Posey,DEN,6-8,215,82,0,0.0,27.5
1993,01-02,82,James Posey,DEN,6-8,215,73,9,11.0,30.7
1994,02-03,82,James Posey,HOU,6-8,215,83,-1,-1.2,30.3
1995,03-04,82,James Posey,MEM,6-8,215,82,0,0.0,29.9
1996,04-05,82,James Posey,MEM,6-8,215,50,32,39.0,27.6
1997,05-06,82,James Posey,MIA,6-8,215,67,15,18.3,28.6
1998,06-07,82,James Posey,MIA,6-8,215,71,11,13.4,27.0
1999,07-08,82,James Posey,BOS,6-8,215,74,8,9.8,24.6
2000,08-09,82,James Posey,NOP,6-8,215,75,7,8.5,28.5
2001,09-10,82,James Posey,NOP,6-8,215,77,5,6.1,22.5
2002,10-11,82,James Posey,IND,6-8,215,49,33,40.2,17.1
2003,99-00,82,Jason Terry,ATL,6-2,185,81,1,1.2,23.3
2004,00-01,82,Jason Terry,ATL,6-2,185,82,0,0.0,37.7
2005,01-02,82,Jason Terry,ATL,6-2,185,78,4,4.9,38.0
2006,02-03,82,Jason Terry,ATL,6-2,185,81,1,1.2,38.0
2007,03-04,82,Jason Terry,ATL,6-2,185,81,1,1.2,37.3
2008,04-05,82,Jason Terry,DAL,6-2,185,80,2,2.4,30.0
2009,05-06,82,Jason Terry,DAL,6-2,185,80,2,2.4,35.0
2010,06-07,82,Jason Terry,DAL,6-2,185,81,1,1.2,35.1
2011,07-08,82,Jason Terry,DAL,6-2,185,82,0,0.0,31.4
2012,08-09,82,Jason Terry,DAL,6-2,185,74,8,9.8,33.7
2013,09-10,82,Jason Terry,DAL,6-2,185,77,5,6.1,33.0
2014,10-11,82,Jason Terry,DAL,6-2,185,82,0,0.0,31.3
2015,11-12,66,Jason Terry,DAL,6-2,185,63,3,4.5,31.7
2016,12-13,82,Jason Terry,BOS,6-2,185,79,3,3.7,26.9
2017,13-14,82,Jason Terry,BRK,6-2,185,35,47,57.3,16.3
2018,14-15,82,Jason Terry,HOU,6-2,185,77,5,6.1,21.3
2019,15-16,82,Jason Terry,HOU,6-2,185,72,10,12.2,17.5
2020,16-17,82,Jason Terry,MIL,6-2,185,74,8,9.8,18.4
2021,17-18,82,Jason Terry,MIL,6-2,185,51,31,37.8,16.0
2022,99-00,82,Jim McIlvaine,NJN,7-1,240,66,16,19.5,15.9
2023,99-00,82,John Amaechi,ORL,6-10,270,80,2,2.4,21.1
2024,00-01,82,John Amaechi,ORL,6-10,270,82,0,0.0,20.9
2025,01-02,82,John Amaechi,UTA,6-10,270,54,28,34.1,10.9
2026,99-00,82,Keith Closs,LAC,7-3,212,57,25,30.5,14.4
2027,99-00,82,Kenny Thomas,HOU,6-7,261,72,10,12.2,25.0
2028,00-01,82,Kenny Thomas,HOU,6-7,261,74,8,9.8,24.6
2029,01-02,82,Kenny Thomas,HOU,6-7,261,72,10,12.2,34.5
2030,02-03,82,Kenny Thomas,PHI,6-7,261,66,16,19.5,30.0
2031,03-04,82,Kenny Thomas,PHI,6-7,261,74,8,9.8,36.5
2032,04-05,82,Kenny Thomas,SAC,6-7,261,73,9,11.0,29.7
2033,05-06,82,Kenny Thomas,SAC,6-7,261,82,0,0.0,28.0
2034,06-07,82,Kenny Thomas,SAC,6-7,261,62,20,24.4,22.8
2035,99-00,82,Lamar Odom,LAC,6-10,220,76,6,7.3,36.4
2036,00-01,82,Lamar Odom,LAC,6-10,220,76,6,7.3,37.3
2037,01-02,82,Lamar Odom,LAC,6-10,220,29,53,64.6,34.4
2038,02-03,82,Lamar Odom,LAC,6-10,220,49,33,40.2,34.3
2039,03-04,82,Lamar Odom,MIA,6-10,220,80,2,2.4,37.5
2040,04-05,82,Lamar Odom,LAL,6-10,220,64,18,22.0,36.2
2041,05-06,82,Lamar Odom,LAL,6-10,220,80,2,2.4,40.3
2042,06-07,82,Lamar Odom,LAL,6-10,220,56,26,31.7,39.3
2043,07-08,82,Lamar Odom,LAL,6-10,220,77,5,6.1,37.9
2044,08-09,82,Lamar Odom,LAL,6-10,220,78,4,4.9,29.7
2045,09-10,82,Lamar Odom,LAL,6-10,220,82,0,0.0,31.5
2046,10-11,82,Lamar Odom,LAL,6-10,220,82,0,0.0,32.2
2047,11-12,66,Lamar Odom,DAL,6-10,220,50,16,24.2,20.5
2048,12-13,82,Lamar Odom,LAC,6-10,220,82,0,0.0,19.7
2049,99-00,82,Matt Maloney,CHI,6-3,192,51,31,37.8,23.0
2050,00-01,82,Matt Maloney,ATL,6-3,192,55,27,32.9,25.5
2051,99-00,82,Metta World Peace,CHI,6-6,195,72,10,12.2,31.1
2052,00-01,82,Metta World Peace,CHI,6-6,195,76,6,7.3,31.1
2053,01-02,82,Metta World Peace,IND,6-6,195,55,27,32.9,29.8
2054,02-03,82,Metta World Peace,IND,6-6,195,69,13,15.9,33.6
2055,03-04,82,Metta World Peace,IND,6-6,195,73,9,11.0,37.2
2056,05-06,82,Metta World Peace,SAC,6-6,195,56,26,31.7,39.4
2057,06-07,82,Metta World Peace,SAC,6-6,195,70,12,14.6,37.7
2058,07-08,82,Metta World Peace,SAC,6-6,195,57,25,30.5,38.1
2059,08-09,82,Metta World Peace,HOU,6-6,195,69,13,15.9,35.5
2060,09-10,82,Metta World Peace,LAL,6-6,195,77,5,6.1,33.8
2061,10-11,82,Metta World Peace,LAL,6-6,195,82,0,0.0,29.4
2062,11-12,66,Metta World Peace,LAL,6-6,195,64,2,3.0,26.9
2063,12-13,82,Metta World Peace,LAL,6-6,195,75,7,8.5,33.7
2064,15-16,82,Metta World Peace,LAL,6-6,195,35,47,57.3,16.9
2065,99-00,82,Michael Ruffin,CHI,6-9,246,71,11,13.4,13.7
2066,00-01,82,Michael Ruffin,CHI,6-9,246,45,37,45.1,19.5
2067,03-04,82,Michael Ruffin,UTA,6-9,246,41,41,50.0,17.9
2068,04-05,82,Michael Ruffin,WAS,6-9,246,79,3,3.7,16.0
2069,05-06,82,Michael Ruffin,WAS,6-9,246,76,6,7.3,13.3
2070,07-08,82,Michael Ruffin,MIL,6-9,246,46,36,43.9,13.7
2071,99-00,82,Mikki Moore,DET,6-11,205,29,53,64.6,16.8
2072,00-01,82,Mikki Moore,DET,6-11,205,81,1,1.2,14.2
2073,04-05,82,Mikki Moore,LAC,6-11,205,74,8,9.8,15.9
2074,05-06,82,Mikki Moore,SEA,6-11,205,47,35,42.7,12.4
2075,06-07,82,Mikki Moore,NJN,6-11,205,79,3,3.7,26.3
2076,07-08,82,Mikki Moore,SAC,6-11,205,82,0,0.0,29.1
2077,08-09,82,Mikki Moore,BOS,6-11,205,70,12,14.6,17.2
2078,99-00,82,Monty Williams,ORL,6-8,215,75,7,8.5,20.0
2079,00-01,82,Monty Williams,ORL,6-8,215,82,0,0.0,14.8
2080,01-02,82,Monty Williams,ORL,6-8,215,68,14,17.1,18.9
2081,99-00,82,Moochie Norris,HOU,6-1,220,30,52,63.4,16.7
2082,00-01,82,Moochie Norris,HOU,6-1,220,82,0,0.0,20.2
2083,01-02,82,Moochie Norris,HOU,6-1,220,82,0,0.0,27.4
2084,02-03,82,Moochie Norris,HOU,6-1,220,82,0,0.0,16.8
2085,03-04,82,Moochie Norris,NYK,6-1,220,66,16,19.5,12.8
2086,99-00,82,Oliver Miller,PHX,6-9,280,51,31,37.8,21.3
2087,03-04,82,Oliver Miller,MIN,6-9,280,48,34,41.5,10.5
2088,99-00,82,Quincy Lewis,UTA,6-7,200,74,8,9.8,12.1
2089,01-02,82,Quincy Lewis,UTA,6-7,200,36,46,56.1,13.6
2090,99-00,82,Randy Livingston,PHX,6-4,192,79,3,3.7,13.7
2091,99-00,82,Rashard Lewis,SEA,6-10,195,82,0,0.0,19.2
2092,00-01,82,Rashard Lewis,SEA,6-10,195,78,4,4.9,34.9
2093,01-02,82,Rashard Lewis,SEA,6-10,195,71,11,13.4,36.4
2094,02-03,82,Rashard Lewis,SEA,6-10,195,77,5,6.1,39.5
2095,03-04,82,Rashard Lewis,SEA,6-10,195,80,2,2.4,36.6
2096,04-05,82,Rashard Lewis,SEA,6-10,195,71,11,13.4,38.0
2097,05-06,82,Rashard Lewis,SEA,6-10,195,78,4,4.9,36.9
2098,06-07,82,Rashard Lewis,SEA,6-10,195,60,22,26.8,39.1
2099,07-08,82,Rashard Lewis,ORL,6-10,195,81,1,1.2,38.0
2100,08-09,82,Rashard Lewis,ORL,6-10,195,79,3,3.7,36.2
2101,09-10,82,Rashard Lewis,ORL,6-10,195,72,10,12.2,32.9
2102,10-11,82,Rashard Lewis,WAS,6-10,195,57,25,30.5,32.0
2103,11-12,66,Rashard Lewis,WAS,6-10,195,28,38,57.6,26.0
2104,12-13,82,Rashard Lewis,MIA,6-10,195,55,27,32.9,14.4
2105,13-14,82,Rashard Lewis,MIA,6-10,195,60,22,26.8,16.2
2106,99-00,82,Rasho Nesterovic,MIN,7-0,248,82,0,0.0,21.0
2107,00-01,82,Rasho Nesterovic,MIN,7-0,248,73,9,11.0,16.9
2108,01-02,82,Rasho Nesterovic,MIN,7-0,248,82,0,0.0,27.0
2109,02-03,82,Rasho Nesterovic,MIN,7-0,248,77,5,6.1,30.4
2110,03-04,82,Rasho Nesterovic,SAS,7-0,248,82,0,0.0,28.7
2111,04-05,82,Rasho Nesterovic,SAS,7-0,248,70,12,14.6,25.5
2112,05-06,82,Rasho Nesterovic,SAS,7-0,248,80,2,2.4,18.9
2113,06-07,82,Rasho Nesterovic,TOR,7-0,248,80,2,2.4,21.0
2114,07-08,82,Rasho Nesterovic,TOR,7-0,248,71,11,13.4,20.9
2115,08-09,82,Rasho Nesterovic,IND,7-0,248,70,12,14.6,17.3
2116,99-00,82,Richard Hamilton,WAS,6-6,185,71,11,13.4,19.3
2117,00-01,82,Richard Hamilton,WAS,6-6,185,78,4,4.9,32.3
2118,01-02,82,Richard Hamilton,WAS,6-6,185,63,19,23.2,35.0
2119,02-03,82,Richard Hamilton,DET,6-6,185,82,0,0.0,32.2
2120,03-04,82,Richard Hamilton,DET,6-6,185,78,4,4.9,35.5
2121,04-05,82,Richard Hamilton,DET,6-6,185,76,6,7.3,38.5
2122,05-06,82,Richard Hamilton,DET,6-6,185,80,2,2.4,35.3
2123,06-07,82,Richard Hamilton,DET,6-6,185,75,7,8.5,36.8
2124,07-08,82,Richard Hamilton,DET,6-6,185,72,10,12.2,33.7
2125,08-09,82,Richard Hamilton,DET,6-6,185,67,15,18.3,34.0
2126,09-10,82,Richard Hamilton,DET,6-6,185,46,36,43.9,33.7
2127,10-11,82,Richard Hamilton,DET,6-6,185,55,27,32.9,27.2
2128,11-12,66,Richard Hamilton,CHI,6-6,185,28,38,57.6,24.9
2129,12-13,82,Richard Hamilton,CHI,6-6,185,50,32,39.0,21.8
2130,99-00,82,Ruben Patterson,SEA,6-5,224,81,1,1.2,25.9
2131,00-01,82,Ruben Patterson,SEA,6-5,224,76,6,7.3,27.1
2132,01-02,82,Ruben Patterson,POR,6-5,224,75,7,8.5,23.5
2133,02-03,82,Ruben Patterson,POR,6-5,224,78,4,4.9,21.2
2134,03-04,82,Ruben Patterson,POR,6-5,224,73,9,11.0,22.6
2135,04-05,82,Ruben Patterson,POR,6-5,224,70,12,14.6,28.0
2136,05-06,82,Ruben Patterson,DEN,6-5,224,71,11,13.4,25.2
2137,06-07,82,Ruben Patterson,MIL,6-5,224,81,1,1.2,31.0
2138,99-00,82,Ryan Bowen,DEN,6-7,215,52,30,36.6,11.3
2139,00-01,82,Ryan Bowen,DEN,6-7,215,57,25,30.5,12.2
2140,01-02,82,Ryan Bowen,DEN,6-7,215,75,7,8.5,22.5
2141,02-03,82,Ryan Bowen,DEN,6-7,215,62,20,24.4,16.1
2142,04-05,82,Ryan Bowen,HOU,6-7,215,66,16,19.5,9.1
2143,05-06,82,Ryan Bowen,HOU,6-7,215,68,14,17.1,9.6
2144,07-08,82,Ryan Bowen,NOP,6-7,215,53,29,35.4,12.4
2145,99-00,82,Sam Cassell,MIL,6-3,185,81,1,1.2,35.8
2146,00-01,82,Sam Cassell,MIL,6-3,185,76,6,7.3,35.6
2147,01-02,82,Sam Cassell,MIL,6-3,185,74,8,9.8,35.2
2148,02-03,82,Sam Cassell,MIL,6-3,185,78,4,4.9,34.6
2149,03-04,82,Sam Cassell,MIN,6-3,185,81,1,1.2,35.0
2150,04-05,82,Sam Cassell,MIN,6-3,185,59,23,28.0,25.8
2151,05-06,82,Sam Cassell,LAC,6-3,185,78,4,4.9,34.0
2152,06-07,82,Sam Cassell,LAC,6-3,185,58,24,29.3,24.3
2153,07-08,82,Sam Cassell,BOS,6-3,185,55,27,32.9,23.2
2154,99-00,82,Sam Jacobson,GSW,6-4,215,52,30,36.6,13.1
2155,99-00,82,Scott Padgett,UTA,6-9,240,47,35,42.7,9.2
2156,01-02,82,Scott Padgett,UTA,6-9,240,75,7,8.5,17.3
2157,02-03,82,Scott Padgett,UTA,6-9,240,82,0,0.0,16.1
2158,03-04,82,Scott Padgett,HOU,6-9,240,58,24,29.3,9.4
2159,04-05,82,Scott Padgett,HOU,6-9,240,66,16,19.5,14.3
2160,05-06,82,Scott Padgett,NJN,6-9,240,62,20,24.4,11.6
2161,99-00,82,Scott Williams,MIL,6-10,235,68,14,17.1,21.9
2162,00-01,82,Scott Williams,MIL,6-10,235,66,16,19.5,19.3
2163,01-02,82,Scott Williams,DEN,6-10,235,41,41,50.0,18.0
2164,02-03,82,Scott Williams,PHX,6-10,235,69,13,15.9,12.6
2165,03-04,82,Scott Williams,DAL,6-10,235,43,39,47.6,12.3
2166,99-00,82,Shammond Williams,SEA,6-1,225,43,39,47.6,12.0
2167,00-01,82,Shammond Williams,SEA,6-1,225,69,13,15.9,17.9
2168,01-02,82,Shammond Williams,SEA,6-1,225,50,32,39.0,12.1
2169,02-03,82,Shammond Williams,DEN,6-1,225,78,4,4.9,24.1
2170,03-04,82,Shammond Williams,NOP,6-1,225,53,29,35.4,14.4
2171,99-00,82,Shawn Marion,PHX,6-7,220,51,31,37.8,24.7
2172,00-01,82,Shawn Marion,PHX,6-7,220,79,3,3.7,36.2
2173,01-02,82,Shawn Marion,PHX,6-7,220,81,1,1.2,38.4
2175,03-04,82,Shawn Marion,PHX,6-7,220,79,3,3.7,40.7
2176,04-05,82,Shawn Marion,PHX,6-7,220,81,1,1.2,38.8
2177,05-06,82,Shawn Marion,PHX,6-7,220,81,1,1.2,40.3
2178,06-07,82,Shawn Marion,PHX,6-7,220,80,2,2.4,37.6
2179,07-08,82,Shawn Marion,MIA,6-7,220,63,19,23.2,36.7
2180,08-09,82,Shawn Marion,TOR,6-7,220,69,13,15.9,35.8
2181,09-10,82,Shawn Marion,DAL,6-7,220,75,7,8.5,31.8
2182,10-11,82,Shawn Marion,DAL,6-7,220,80,2,2.4,28.2
2183,11-12,66,Shawn Marion,DAL,6-7,220,63,3,4.5,30.5
2184,12-13,82,Shawn Marion,DAL,6-7,220,67,15,18.3,30.0
2185,13-14,82,Shawn Marion,DAL,6-7,220,76,6,7.3,31.7
2186,14-15,82,Shawn Marion,CLE,6-7,220,57,25,30.5,19.3
2187,99-00,82,Steve Francis,HOU,6-3,195,77,5,6.1,36.1
2188,00-01,82,Steve Francis,HOU,6-3,195,80,2,2.4,39.9
2189,01-02,82,Steve Francis,HOU,6-3,195,57,25,30.5,41.1
2190,02-03,82,Steve Francis,HOU,6-3,195,81,1,1.2,41.0
2191,03-04,82,Steve Francis,HOU,6-3,195,79,3,3.7,40.4
2192,04-05,82,Steve Francis,ORL,6-3,195,78,4,4.9,38.2
2193,05-06,82,Steve Francis,NYK,6-3,195,70,12,14.6,34.2
2194,06-07,82,Steve Francis,NYK,6-3,195,44,38,46.3,28.1
2195,99-00,82,Terry Mills,DET,6-10,230,82,0,0.0,22.5
2196,99-00,82,Todd Day,PHX,6-6,188,58,24,29.3,16.2
2197,99-00,82,Todd MacCulloch,PHI,7-0,280,56,26,31.7,9.4
2198,00-01,82,Todd MacCulloch,PHI,7-0,280,63,19,23.2,9.5
2199,01-02,82,Todd MacCulloch,NJN,7-0,280,62,20,24.4,24.2
2200,02-03,82,Todd MacCulloch,PHI,7-0,280,42,40,48.8,19.4
2201,99-00,82,Tony Farmer,GSW,6-9,244,74,8,9.8,16.3
2202,99-00,82,Vonteego Cummings,GSW,6-3,185,75,7,8.5,24.0
2203,00-01,82,Vonteego Cummings,GSW,6-3,185,66,16,19.5,22.7
2204,01-02,82,Vonteego Cummings,PHI,6-3,185,58,24,29.3,8.6
2205,99-00,82,Voshon Lenard,MIA,6-4,200,53,29,35.4,27.1
2206,00-01,82,Voshon Lenard,DEN,6-4,200,80,2,2.4,29.1
2207,01-02,82,Voshon Lenard,DEN,6-4,200,71,11,13.4,23.5
2208,02-03,82,Voshon Lenard,TOR,6-4,200,63,19,23.2,30.6
2209,03-04,82,Voshon Lenard,DEN,6-4,200,73,9,11.0,30.6
2210,99-00,82,Wally Szczerbiak,MIN,6-7,244,73,9,11.0,29.7
2211,00-01,82,Wally Szczerbiak,MIN,6-7,244,82,0,0.0,34.8
2212,01-02,82,Wally Szczerbiak,MIN,6-7,244,82,0,0.0,38.0
2213,02-03,82,Wally Szczerbiak,MIN,6-7,244,52,30,36.6,35.3
2214,03-04,82,Wally Szczerbiak,MIN,6-7,244,28,54,65.9,22.2
2215,04-05,82,Wally Szczerbiak,MIN,6-7,244,81,1,1.2,31.6
2216,05-06,82,Wally Szczerbiak,BOS,6-7,244,72,10,12.2,37.9
2217,06-07,82,Wally Szczerbiak,BOS,6-7,244,32,50,61.0,28.1
2218,07-08,82,Wally Szczerbiak,CLE,6-7,244,75,7,8.5,23.2
2219,08-09,82,Wally Szczerbiak,CLE,6-7,244,74,8,9.8,20.6
2220,00-01,82,A.J. Guyton,CHI,6-1,180,33,49,59.8,19.1
2221,01-02,82,A.J. Guyton,CHI,6-1,180,45,37,45.1,13.5
2222,00-01,82,Calvin Booth,DAL,6-11,230,55,27,32.9,17.0
2223,02-03,82,Calvin Booth,SEA,6-11,230,47,35,42.7,12.2
2224,03-04,82,Calvin Booth,SEA,6-11,230,71,11,13.4,17.0
2225,00-01,82,Chris Mihm,CLE,7-0,265,59,23,28.0,19.8
2226,01-02,82,Chris Mihm,CLE,7-0,265,74,8,9.8,22.4
2227,02-03,82,Chris Mihm,CLE,7-0,265,52,30,36.6,15.6
2228,03-04,82,Chris Mihm,BOS,7-0,265,76,6,7.3,17.5
2229,04-05,82,Chris Mihm,LAL,7-0,265,75,7,8.5,24.9
2230,05-06,82,Chris Mihm,LAL,7-0,265,59,23,28.0,26.1
2231,00-01,82,Chris Porter,GSW,6-7,218,51,31,37.8,22.5
2232,00-01,82,Courtney Alexander,WAS,6-5,205,65,17,20.7,21.3
2233,01-02,82,Courtney Alexander,WAS,6-5,205,56,26,31.7,23.7
2234,02-03,82,Courtney Alexander,NOP,6-5,205,66,16,19.5,20.6
2235,00-01,82,Daniel Santiago,PHX,7-1,256,54,28,34.1,10.8
2236,03-04,82,Daniel Santiago,MIL,7-1,256,54,28,34.1,13.1
2237,00-01,82,Darius Miles,LAC,6-9,210,81,1,1.2,26.3
2238,01-02,82,Darius Miles,LAC,6-9,210,82,0,0.0,27.2
2239,02-03,82,Darius Miles,CLE,6-9,210,67,15,18.3,30.0
2240,03-04,82,Darius Miles,POR,6-9,210,79,3,3.7,26.3
2241,04-05,82,Darius Miles,POR,6-9,210,63,19,23.2,27.0
2242,05-06,82,Darius Miles,POR,6-9,210,40,42,51.2,32.1
2243,00-01,82,DerMarr Johnson,ATL,6-9,201,78,4,4.9,16.8
2244,01-02,82,DerMarr Johnson,ATL,6-9,201,72,10,12.2,24.0
2245,04-05,82,DerMarr Johnson,DEN,6-9,201,71,11,13.4,17.4
2246,05-06,82,DerMarr Johnson,DEN,6-9,201,58,24,29.3,15.9
2247,00-01,82,Desmond Mason,SEA,6-7,224,78,4,4.9,19.5
2248,01-02,82,Desmond Mason,SEA,6-7,224,75,7,8.5,32.3
2249,02-03,82,Desmond Mason,MIL,6-7,224,80,2,2.4,34.5
2250,03-04,82,Desmond Mason,MIL,6-7,224,82,0,0.0,30.9
2251,04-05,82,Desmond Mason,MIL,6-7,224,80,2,2.4,36.2
2252,05-06,82,Desmond Mason,NOP,6-7,224,70,12,14.6,30.0
2253,06-07,82,Desmond Mason,NOP,6-7,224,75,7,8.5,34.3
2254,07-08,82,Desmond Mason,MIL,6-7,224,59,23,28.0,28.8
2255,08-09,82,Desmond Mason,OKC,6-7,224,39,43,52.4,27.3
2256,00-01,82,Devean George,LAL,6-8,220,59,23,28.0,10.1
2257,01-02,82,Devean George,LAL,6-8,220,82,0,0.0,21.5
2258,02-03,82,Devean George,LAL,6-8,220,71,11,13.4,22.7
2259,03-04,82,Devean George,LAL,6-8,220,82,0,0.0,23.8
2260,05-06,82,Devean George,LAL,6-8,220,71,11,13.4,21.7
2261,06-07,82,Devean George,DAL,6-8,220,60,22,26.8,21.4
2262,07-08,82,Devean George,DAL,6-8,220,53,29,35.4,15.5
2263,08-09,82,Devean George,DAL,6-8,220,43,39,47.6,16.5
2264,09-10,82,Devean George,GSW,6-8,220,45,37,45.1,16.9
2265,00-01,82,Dion Glover,ATL,6-5,228,57,25,30.5,16.3
2266,01-02,82,Dion Glover,ATL,6-5,228,55,27,32.9,21.0
2267,02-03,82,Dion Glover,ATL,6-5,228,76,6,7.3,24.9
2268,03-04,82,Dion Glover,TOR,6-5,228,69,13,15.9,23.8
2269,00-01,82,Dragan Tarlac,CHI,6-10,260,43,39,47.6,13.9
2270,00-01,82,Eddie House,MIA,6-1,180,50,32,39.0,11.0
2271,01-02,82,Eddie House,MIA,6-1,180,64,18,22.0,19.2
2272,02-03,82,Eddie House,MIA,6-1,180,55,27,32.9,18.6
2273,03-04,82,Eddie House,LAC,6-1,180,60,22,26.8,19.8
2274,04-05,82,Eddie House,SAC,6-1,180,68,14,17.1,13.1
2275,05-06,82,Eddie House,PHX,6-1,180,81,1,1.2,17.5
2276,06-07,82,Eddie House,NJN,6-1,180,56,26,31.7,16.9
2277,07-08,82,Eddie House,BOS,6-1,180,78,4,4.9,19.0
2278,08-09,82,Eddie House,BOS,6-1,180,81,1,1.2,18.3
2279,09-10,82,Eddie House,NYK,6-1,180,68,14,17.1,17.9
2280,10-11,82,Eddie House,MIA,6-1,180,56,26,31.7,17.5
2281,00-01,82,Eduardo Najera,DAL,6-8,240,40,42,51.2,10.8
2282,01-02,82,Eduardo Najera,DAL,6-8,240,62,20,24.4,21.9
2283,02-03,82,Eduardo Najera,DAL,6-8,240,48,34,41.5,23.0
2284,03-04,82,Eduardo Najera,DAL,6-8,240,58,24,29.3,12.4
2285,04-05,82,Eduardo Najera,DEN,6-8,240,68,14,17.1,17.4
2286,05-06,82,Eduardo Najera,DEN,6-8,240,64,18,22.0,22.6
2287,06-07,82,Eduardo Najera,DEN,6-8,240,75,7,8.5,22.1
2288,07-08,82,Eduardo Najera,DEN,6-8,240,78,4,4.9,21.3
2289,09-10,82,Eduardo Najera,DAL,6-8,240,46,36,43.9,14.9
2290,00-01,82,Evan Eschmeyer,NJN,6-11,255,74,8,9.8,18.0
2291,00-01,82,Hanno Mottola,ATL,6-11,249,73,9,11.0,13.5
2292,01-02,82,Hanno Mottola,ATL,6-11,249,82,0,0.0,16.7
2293,00-01,82,Hedo Turkoglu,SAC,6-10,220,74,8,9.8,16.8
2294,01-02,82,Hedo Turkoglu,SAC,6-10,220,80,2,2.4,24.6
2295,02-03,82,Hedo Turkoglu,SAC,6-10,220,67,15,18.3,17.5
2296,03-04,82,Hedo Turkoglu,SAS,6-10,220,80,2,2.4,25.9
2297,04-05,82,Hedo Turkoglu,ORL,6-10,220,67,15,18.3,26.2
2298,05-06,82,Hedo Turkoglu,ORL,6-10,220,78,4,4.9,33.5
2299,06-07,82,Hedo Turkoglu,ORL,6-10,220,73,9,11.0,31.1
2300,07-08,82,Hedo Turkoglu,ORL,6-10,220,82,0,0.0,36.9
2301,08-09,82,Hedo Turkoglu,ORL,6-10,220,77,5,6.1,36.6
2302,09-10,82,Hedo Turkoglu,TOR,6-10,220,74,8,9.8,30.7
2303,10-11,82,Hedo Turkoglu,ORL,6-10,220,81,1,1.2,31.4
2304,11-12,66,Hedo Turkoglu,ORL,6-10,220,53,13,19.7,31.2
2305,14-15,82,Hedo Turkoglu,LAC,6-10,220,62,20,24.4,11.4
2306,00-01,82,Jake Tsakalidis,PHX,7-2,285,57,25,30.5,16.6
2307,01-02,82,Jake Tsakalidis,PHX,7-2,285,67,15,18.3,23.6
2308,02-03,82,Jake Tsakalidis,PHX,7-2,285,33,49,59.8,16.4
2309,03-04,82,Jake Tsakalidis,MEM,7-2,285,40,42,51.2,13.3
2310,05-06,82,Jake Tsakalidis,MEM,7-2,285,51,31,37.8,14.4
2311,00-01,82,Jamaal Magloire,CHA,6-11,259,74,8,9.8,14.8
2312,01-02,82,Jamaal Magloire,CHA,6-11,259,82,0,0.0,18.9
2313,02-03,82,Jamaal Magloire,NOP,6-11,259,82,0,0.0,29.8
2314,03-04,82,Jamaal Magloire,NOP,6-11,259,82,0,0.0,33.9
2315,04-05,82,Jamaal Magloire,NOP,6-11,259,23,59,72.0,30.6
2316,05-06,82,Jamaal Magloire,MIL,6-11,259,82,0,0.0,30.0
2317,06-07,82,Jamaal Magloire,POR,6-11,259,81,1,1.2,21.0
2318,08-09,82,Jamaal Magloire,MIA,6-11,259,55,27,32.9,12.9
2319,00-01,82,Jamal Crawford,CHI,6-5,185,61,21,25.6,17.2
2320,02-03,82,Jamal Crawford,CHI,6-5,185,80,2,2.4,24.9
2321,03-04,82,Jamal Crawford,CHI,6-5,185,80,2,2.4,35.1
2322,04-05,82,Jamal Crawford,NYK,6-5,185,70,12,14.6,38.4
2323,05-06,82,Jamal Crawford,NYK,6-5,185,79,3,3.7,32.3
2324,06-07,82,Jamal Crawford,NYK,6-5,185,59,23,28.0,37.3
2325,07-08,82,Jamal Crawford,NYK,6-5,185,80,2,2.4,39.9
2326,08-09,82,Jamal Crawford,GSW,6-5,185,65,17,20.7,38.1
2327,09-10,82,Jamal Crawford,ATL,6-5,185,79,3,3.7,31.1
2328,10-11,82,Jamal Crawford,ATL,6-5,185,76,6,7.3,30.2
2329,11-12,66,Jamal Crawford,POR,6-5,185,60,6,9.1,26.9
2330,12-13,82,Jamal Crawford,LAC,6-5,185,76,6,7.3,29.3
2331,13-14,82,Jamal Crawford,LAC,6-5,185,69,13,15.9,30.4
2332,14-15,82,Jamal Crawford,LAC,6-5,185,64,18,22.0,26.6
2333,15-16,82,Jamal Crawford,LAC,6-5,185,79,3,3.7,26.9
2334,16-17,82,Jamal Crawford,LAC,6-5,185,82,0,0.0,26.3
2335,17-18,82,Jamal Crawford,MIN,6-5,185,80,2,2.4,20.7
2336,00-01,82,Jeff Foster,IND,6-11,236,71,11,13.4,16.2
2337,01-02,82,Jeff Foster,IND,6-11,236,82,0,0.0,21.8
